order_id,item_id,product_id,quantity,list_price,discount
310,4,8,1,1799.99,0.2
311,1,17,2,429,0.05
311,2,5,2,1320.99,0.2
312,1,24,2,549.99,0.05
312,2,14,2,269.99,0.07
312,3,16,2,599.99,0.05
313,1,4,1,2899.99,0.07
313,2,10,2,1549,0.07
314,1,5,1,1320.99,0.07
314,2,9,1,2999.99,0.05
314,3,22,2,269.99,0.2
314,4,7,2,3999.99,0.07
315,1,11,1,1680.99,0.2
315,2,9,1,2999.99,0.1
316,1,2,2,749.99,0.2
316,2,16,2,599.99,0.1
316,3,20,1,599.99,0.1
316,4,19,1,449,0.2
316,5,17,1,429,0.05
317,1,10,1,1549,0.2
317,2,22,1,269.99,0.05
317,3,15,1,529.99,0.05
317,4,13,2,269.99,0.2
318,1,13,2,269.99,0.1
318,2,25,2,499.99,0.2
318,3,9,1,2999.99,0.05
319,1,11,1,1680.99,0.07
319,2,21,1,269.99,0.2
319,3,15,2,529.99,0.1
319,4,23,1,299.99,0.05
320,1,2,1,749.99,0.1
321,1,4,2,2899.99,0.2
321,2,12,2,549.99,0.2
321,3,26,1,599.99,0.2
321,4,23,2,299.99,0.2
322,1,13,2,269.99,0.2
322,2,21,1,269.99,0.07
323,1,13,2,269.99,0.07
323,2,26,2,599.99,0.1
324,1,2,2,749.99,0.1
324,2,17,1,429,0.2
324,3,22,2,269.99,0.2
324,4,19,1,449,0.05
324,5,12,1,549.99,0.05
325,1,7,1,3999.99,0.05
325,2,12,1,549.99,0.2
325,3,6,2,469.99,0.2
326,1,12,1,549.99,0.1
326,2,23,1,299.99,0.07
327,1,12,2,549.99,0.07
327,2,13,1,269.99,0.07
327,3,4,1,2899.99,0.05
328,1,6,2,469.99,0.1
329,1,14,2,269.99,0.07
329,2,8,2,1799.99,0.05
329,3,23,1,299.99,0.2
329,4,17,1,429,0.07
329,5,26,2,599.99,0.05
330,1,21,2,269.99,0.05
331,1,17,2,429,0.1
332,1,18,2,449,0.05
333,1,18,2,449,0.07
333,2,8,2,1799.99,0.05
333,3,3,1,999.99,0.2
334,1,16,2,599.99,0.2
334,2,9,1,2999.99,0.05
334,3,3,2,999.99,0.05
335,1,6,1,469.99,0.1
335,2,2,2,749.99,0.1
335,3,21,1,269.99,0.07
336,1,4,1,2899.99,0.1
336,2,12,1,549.99,0.2
337,1,18,1,449,0.05
337,2,4,1,2899.99,0.05
338,1,6,2,469.99,0.07
338,2,10,1,1549,0.07
338,3,22,1,269.99,0.1
338,4,11,2,1680.99,0.07
338,5,9,1,2999.99,0.05
339,1,13,1,269.99,0.1
339,2,15,2,529.99,0.05
340,1,11,1,1680.99,0.05
340,2,24,1,549.99,0.05
340,3,13,2,269.99,0.1
340,4,12,2,549.99,0.07
340,5,10,2,1549,0.1
341,1,23,2,299.99,0.05
342,1,26,1,599.99,0.07
342,2,9,1,2999.99,0.2
342,3,16,2,599.99,0.1
343,1,20,2,599.99,0.2
343,2,25,1,499.99,0.05
343,3,5,2,1320.99,0.05
343,4,10,1,1549,0.1
344,1,22,1,269.99,0.05
344,2,18,2,449,0.07
344,3,14,1,269.99,0.2
345,1,18,2,449,0.1
345,2,24,2,549.99,0.07
346,1,13,1,269.99,0.07
346,2,23,1,299.99,0.2
346,3,21,1,269.99,0.1
346,4,15,1,529.99,0.05
346,5,18,2,449,0.05
347,1,23,1,299.99,0.07
348,1,5,2,1320.99,0.05
348,2,15,2,529.99,0.07
349,1,20,2,599.99,0.2
350,1,6,2,469.99,0.05
350,2,20,1,599.99,0.07
350,3,3,1,999.99,0.07
351,1,4,2,2899.99,0.05
351,2,24,2,549.99,0.1
351,3,20,1,599.99,0.2
351,4,22,2,269.99,0.07
352,1,11,1,1680.99,0.2
352,2,14,1,269.99,0.2
353,1,2,2,749.99,0.2
354,1,21,1,269.99,0.2
354,2,19,1,449,0.05
355,1,16,1,599.99,0.1
355,2,14,2,269.99,0.07
356,1,23,2,299.99,0.05
356,2,4,1,2899.99,0.05
356,3,13,1,269.99,0.05
357,1,17,2,429,0.05
357,2,21,2,269.99,0.07
357,3,24,1,549.99,0.07
357,4,9,1,2999.99,0.05
358,1,21,2,269.99,0.1
358,2,6,2,469.99,0.07
358,3,8,2,1799.99,0.05
358,4,18,2,449,0.1
359,1,15,2,529.99,0.07
359,2,9,2,2999.99,0.07
359,3,7,2,3999.99,0.2
360,1,26,1,599.99,0.05
360,2,7,2,3999.99,0.2
360,3,13,2,269.99,0.05
360,4,25,1,499.99,0.1
361,1,24,2,549.99,0.05
361,2,6,2,469.99,0.1
361,3,11,1,1680.99,0.1
362,1,2,1,749.99,0.07
363,1,21,2,269.99,0.1
363,2,14,1,269.99,0.07
363,3,15,1,529.99,0.1
363,4,20,1,599.99,0.2
364,1,25,2,499.99,0.05
365,1,24,2,549.99,0.07
366,1,21,1,269.99,0.1
366,2,4,1,2899.99,0.07
366,3,16,2,599.99,0.2
367,1,26,2,599.99,0.1
367,2,14,1,269.99,0.05
367,3,10,2,1549,0.05
368,1,5,1,1320.99,0.2
368,2,10,2,1549,0.2
368,3,21,2,269.99,0.1
368,4,19,1,449,0.05
369,1,10,2,1549,0.07
370,1,25,2,499.99,0.05
370,2,4,2,2899.99,0.1
371,1,14,1,269.99,0.2
371,2,12,1,549.99,0.2
372,1,11,1,1680.99,0.05
372,2,14,2,269.99,0.1
372,3,5,1,1320.99,0.1
373,1,8,2,1799.99,0.05
373,2,22,1,269.99,0.1
373,3,19,2,449,0.2
373,4,12,1,549.99,0.1
373,5,13,1,269.99,0.1
374,1,10,1,1549,0.1
374,2,7,1,3999.99,0.07
375,1,21,2,269.99,0.05
375,2,2,2,749.99,0.05
375,3,4,2,2899.99,0.07
375,4,12,2,549.99,0.05
376,1,2,2,749.99,0.07
376,2,23,2,299.99,0.1
377,1,8,1,1799.99,0.05
377,2,14,1,269.99,0.07
378,1,26,2,599.99,0.05
379,1,9,1,2999.99,0.07
379,2,16,1,599.99,0.2
380,1,16,1,599.99,0.05
380,2,11,2,1680.99,0.05
381,1,21,2,269.99,0.07
382,1,8,1,1799.99,0.1
382,2,9,1,2999.99,0.1
382,3,13,1,269.99,0.07
383,1,19,1,449,0.07
383,2,22,2,269.99,0.05
383,3,13,1,269.99,0.1
383,4,21,2,269.99,0.05
383,5,14,1,269.99,0.1
384,1,20,1,599.99,0.1
384,2,21,2,269.99,0.2
384,3,8,1,1799.99,0.05
384,4,15,1,529.99,0.1
384,5,4,1,2899.99,0.2
385,1,21,1,269.99,0.07
385,2,7,2,3999.99,0.2
385,3,26,2,599.99,0.05
386,1,8,1,1799.99,0.2
386,2,3,2,999.99,0.05
386,3,16,2,599.99,0.2
387,1,18,1,449,0.2
388,1,19,2,449,0.2
388,2,13,2,269.99,0.07
388,3,2,1,749.99,0.07
388,4,11,1,1680.99,0.1
389,1,2,1,749.99,0.07
389,2,15,2,529.99,0.07
389,3,10,2,1549,0.05
389,4,5,1,1320.99,0.05
389,5,9,1,2999.99,0.2
390,1,23,1,299.99,0.05
390,2,7,2,3999.99,0.07
390,3,9,1,2999.99,0.05
391,1,8,1,1799.99,0.07
391,2,5,2,1320.99,0.2
391,3,24,2,549.99,0.07
392,1,14,2,269.99,0.1
392,2,3,2,999.99,0.05
393,1,6,2,469.99,0.2
394,1,23,1,299.99,0.05
394,2,16,1,599.99,0.2
394,3,14,2,269.99,0.2
395,1,14,1,269.99,0.05
396,1,12,1,549.99,0.1
396,2,25,2,499.99,0.05
396,3,5,1,1320.99,0.2
397,1,7,1,3999.99,0.05
398,1,8,2,1799.99,0.05
398,2,18,2,449,0.05
398,3,25,1,499.99,0.2
398,4,17,1,429,0.05
399,1,25,1,499.99,0.05
399,2,11,2,1680.99,0.05
399,3,14,1,269.99,0.1
400,1,24,2,549.99,0.07
400,2,9,1,2999.99,0.2
400,3,3,2,999.99,0.2
401,1,23,1,299.99,0.2
401,2,10,2,1549,0.2
402,1,6,2,469.99,0.07
402,2,5,1,1320.99,0.07
402,3,26,1,599.99,0.05
403,1,12,2,549.99,0.1
403,2,7,2,3999.99,0.2
403,3,22,2,269.99,0.05
403,4,24,1,549.99,0.2
404,1,9,1,2999.99,0.07
404,2,25,2,499.99,0.05
404,3,16,2,599.99,0.2
405,1,3,2,999.99,0.2
405,2,10,2,1549,0.1
405,3,14,2,269.99,0.07
406,1,4,1,2899.99,0.2
407,1,20,1,599.99,0.2
407,2,5,1,1320.99,0.05
408,1,18,1,449,0.2
408,2,3,1,999.99,0.07
408,3,2,2,749.99,0.07
408,4,17,2,429,0.2
409,1,15,1,529.99,0.07
409,2,16,2,599.99,0.2
409,3,21,1,269.99,0.05
410,1,25,1,499.99,0.1
410,2,9,2,2999.99,0.05
410,3,24,2,549.99,0.1
411,1,2,1,749.99,0.07
411,2,26,2,599.99,0.05
412,1,7,1,3999.99,0.1
412,2,24,1,549.99,0.07
412,3,17,1,429,0.1
413,1,8,2,1799.99,0.05
413,2,25,1,499.99,0.1
413,3,9,1,2999.99,0.07
414,1,4,2,2899.99,0.1
415,1,3,1,999.99,0.07
415,2,23,2,299.99,0.2
415,3,5,1,1320.99,0.2
415,4,6,2,469.99,0.05
416,1,22,1,269.99,0.07
416,2,14,1,269.99,0.07
416,3,24,1,549.99,0.1
417,1,26,2,599.99,0.07
417,2,6,2,469.99,0.07
418,1,12,1,549.99,0.05
418,2,20,1,599.99,0.05
419,1,9,1,2999.99,0.05
420,1,17,2,429,0.2
420,2,15,2,529.99,0.1
420,3,3,2,999.99,0.05
421,1,6,2,469.99,0.07
421,2,3,2,999.99,0.2
421,3,20,2,599.99,0.2
421,4,4,1,2899.99,0.07
421,5,23,2,299.99,0.2
422,1,20,2,599.99,0.05
423,1,8,2,1799.99,0.05
423,2,17,1,429,0.2
423,3,23,2,299.99,0.07
423,4,2,1,749.99,0.2
424,1,22,1,269.99,0.1
424,2,6,1,469.99,0.05
425,1,6,1,469.99,0.1
425,2,21,2,269.99,0.07
425,3,19,1,449,0.05
426,1,10,1,1549,0.1
426,2,23,2,299.99,0.05
427,1,12,2,549.99,0.07
427,2,15,2,529.99,0.1
427,3,26,2,599.99,0.07
428,1,5,2,1320.99,0.2
428,2,14,1,269.99,0.2
429,1,11,1,1680.99,0.2
429,2,4,2,2899.99,0.1
429,3,5,2,1320.99,0.05
429,4,6,1,469.99,0.07
429,5,2,1,749.99,0.1
430,1,22,2,269.99,0.1
430,2,11,1,1680.99,0.07
430,3,4,2,2899.99,0.2
430,4,13,2,269.99,0.2
430,5,8,1,1799.99,0.2
431,1,14,2,269.99,0.2
431,2,6,1,469.99,0.1
431,3,18,1,449,0.2
431,4,13,2,269.99,0.07
431,5,19,1,449,0.07
432,1,10,2,1549,0.2
432,2,7,2,3999.99,0.05
433,1,6,1,469.99,0.1
433,2,10,1,1549,0.2
433,3,24,1,549.99,0.1
433,4,4,1,2899.99,0.2
434,1,21,1,269.99,0.05
434,2,20,1,599.99,0.1
434,3,9,1,2999.99,0.2
434,4,11,2,1680.99,0.07
434,5,18,2,449,0.05
435,1,22,1,269.99,0.05
435,2,9,1,2999.99,0.05
435,3,18,1,449,0.05
436,1,3,1,999.99,0.05
436,2,23,1,299.99,0.2
437,1,3,1,999.99,0.05
437,2,10,1,1549,0.05
437,3,8,2,1799.99,0.05
438,1,4,1,2899.99,0.07
438,2,22,1,269.99,0.1
438,3,8,2,1799.99,0.05
438,4,13,2,269.99,0.05
439,1,6,2,469.99,0.07
439,2,7,2,3999.99,0.05
440,1,19,2,449,0.07
440,2,4,2,2899.99,0.07
441,1,12,1,549.99,0.07
441,2,15,1,529.99,0.1
442,1,16,2,599.99,0.07
442,2,26,2,599.99,0.2
442,3,6,2,469.99,0.2
443,1,5,1,1320.99,0.05
443,2,26,1,599.99,0.2
444,1,22,1,269.99,0.07
444,2,15,2,529.99,0.07
444,3,20,2,599.99,0.05
444,4,16,1,599.99,0.1
444,5,10,2,1549,0.2
445,1,7,1,3999.99,0.2
445,2,16,1,599.99,0.07
445,3,23,1,299.99,0.2
446,1,22,1,269.99,0.2
446,2,16,2,599.99,0.07
447,1,4,2,2899.99,0.05
447,2,3,1,999.99,0.1
447,3,8,1,1799.99,0.07
448,1,13,2,269.99,0.05
448,2,6,2,469.99,0.05
449,1,17,2,429,0.05
449,2,2,1,749.99,0.05
449,3,7,2,3999.99,0.07
449,4,26,2,599.99,0.2
450,1,24,1,549.99,0.05
450,2,12,1,549.99,0.07
450,3,5,1,1320.99,0.1
451,1,14,2,269.99,0.05
452,1,11,1,1680.99,0.05
452,2,16,1,599.99,0.05
452,3,7,2,3999.99,0.1
452,4,8,1,1799.99,0.1
453,1,23,1,299.99,0.05
453,2,20,2,599.99,0.2
453,3,4,1,2899.99,0.2
454,1,25,2,499.99,0.07
454,2,13,2,269.99,0.05
454,3,24,2,549.99,0.1
455,1,9,1,2999.99,0.05
456,1,17,2,429,0.07
456,2,23,1,299.99,0.07
457,1,24,2,549.99,0.07
457,2,2,1,749.99,0.05
457,3,7,2,3999.99,0.1
457,4,17,1,429,0.2
458,1,2,1,749.99,0.2
458,2,21,2,269.99,0.07
458,3,11,1,1680.99,0.1
458,4,24,1,549.99,0.2
458,5,3,2,999.99,0.2
459,1,11,1,1680.99,0.2
460,1,19,1,449,0.05
460,2,18,2,449,0.07
460,3,4,1,2899.99,0.2
460,4,22,2,269.99,0.1
461,1,16,1,599.99,0.07
461,2,4,1,2899.99,0.2
461,3,8,2,1799.99,0.05
461,4,24,1,549.99,0.1
461,5,18,2,449,0.1
462,1,12,2,549.99,0.1
463,1,13,2,269.99,0.07
464,1,7,1,3999.99,0.1
465,1,6,2,469.99,0.1
465,2,25,2,499.99,0.1
466,1,19,2,449,0.2
466,2,6,1,469.99,0.2
466,3,7,2,3999.99,0.05
466,4,15,1,529.99,0.1
466,5,5,1,1320.99,0.1
467,1,19,1,449,0.07
467,2,10,1,1549,0.07
467,3,22,2,269.99,0.1
467,4,17,2,429,0.07
467,5,11,1,1680.99,0.1
468,1,19,1,449,0.1
468,2,9,2,2999.99,0.05
468,3,10,2,1549,0.05
468,4,25,1,499.99,0.1
469,1,8,2,1799.99,0.1
469,2,4,1,2899.99,0.07
469,3,15,2,529.99,0.2
470,1,18,1,449,0.05
470,2,13,1,269.99,0.05
470,3,8,2,1799.99,0.2
471,1,14,1,269.99,0.2
471,2,13,2,269.99,0.05
472,1,15,1,529.99,0.1
472,2,21,2,269.99,0.1
473,1,26,1,599.99,0.07
474,1,19,2,449,0.05
474,2,11,1,1680.99,0.2
475,1,17,2,429,0.07
475,2,26,2,599.99,0.2
475,3,25,1,499.99,0.2
476,1,22,2,269.99,0.07
476,2,4,2,2899.99,0.2
476,3,11,2,1680.99,0.07
476,4,20,2,599.99,0.05
477,1,6,1,469.99,0.1
477,2,10,1,1549,0.05
478,1,21,2,269.99,0.07
479,1,26,1,599.99,0.07
479,2,12,1,549.99,0.05
479,3,21,1,269.99,0.2
479,4,7,1,3999.99,0.05
479,5,10,1,1549,0.2
480,1,4,1,2899.99,0.05
480,2,15,1,529.99,0.05
480,3,23,2,299.99,0.07
481,1,13,2,269.99,0.2
481,2,16,2,599.99,0.07
481,3,9,2,2999.99,0.1
482,1,13,1,269.99,0.2
482,2,14,1,269.99,0.1
483,1,17,1,429,0.07
484,1,8,2,1799.99,0.1
484,2,24,1,549.99,0.05
484,3,9,2,2999.99,0.05
484,4,6,1,469.99,0.2
485,1,13,1,269.99,0.1
485,2,26,2,599.99,0.05
486,1,9,1,2999.99,0.07
486,2,23,2,299.99,0.05
487,1,6,1,469.99,0.2
488,1,13,2,269.99,0.07
488,2,23,2,299.99,0.05
488,3,22,1,269.99,0.05
489,1,8,2,1799.99,0.1
490,1,12,1,549.99,0.1
490,2,23,1,299.99,0.05
490,3,14,1,269.99,0.1
490,4,13,2,269.99,0.07
491,1,9,2,2999.99,0.2
491,2,21,2,269.99,0.05
491,3,15,2,529.99,0.05
492,1,6,1,469.99,0.1
492,2,22,2,269.99,0.1
492,3,26,1,599.99,0.05
493,1,15,1,529.99,0.05
493,2,18,2,449,0.05
493,3,26,1,599.99,0.05
494,1,23,1,299.99,0.1
495,1,22,1,269.99,0.2
495,2,9,1,2999.99,0.05
496,1,23,1,299.99,0.2
496,2,13,1,269.99,0.1
496,3,21,2,269.99,0.2
497,1,25,2,499.99,0.07
498,1,24,1,549.99,0.07
498,2,21,1,269.99,0.1
498,3,10,1,1549,0.07
499,1,11,1,1680.99,0.2
499,2,15,1,529.99,0.07
499,3,14,2,269.99,0.2
499,4,20,2,599.99,0.1
500,1,12,2,549.99,0.05
500,2,14,1,269.99,0.2
501,1,19,2,449,0.05
501,2,8,1,1799.99,0.07
501,3,14,1,269.99,0.1
501,4,23,2,299.99,0.07
502,1,13,1,269.99,0.05
503,1,13,2,269.99,0.07
503,2,10,1,1549,0.05
504,1,24,2,549.99,0.1
504,2,2,2,749.99,0.05
505,1,26,1,599.99,0.2
506,1,25,1,499.99,0.1
506,2,7,1,3999.99,0.07
507,1,11,2,1680.99,0.05
507,2,13,2,269.99,0.07
507,3,20,2,599.99,0.1
508,1,8,1,1799.99,0.05
508,2,2,2,749.99,0.05
508,3,10,2,1549,0.05
508,4,25,1,499.99,0.07
509,1,23,2,299.99,0.2
509,2,4,2,2899.99,0.05
510,1,17,1,429,0.1
511,1,22,2,269.99,0.05
511,2,13,1,269.99,0.1
512,1,21,1,269.99,0.07
513,1,7,1,3999.99,0.07
513,2,13,1,269.99,0.2
513,3,23,1,299.99,0.07
514,1,18,2,449,0.2
514,2,17,2,429,0.07
515,1,8,1,1799.99,0.07
515,2,5,1,1320.99,0.1
515,3,25,2,499.99,0.07
515,4,6,2,469.99,0.2
516,1,7,1,3999.99,0.05
516,2,5,2,1320.99,0.1
517,1,21,2,269.99,0.07
518,1,16,2,599.99,0.2
518,2,5,2,1320.99,0.05
518,3,25,2,499.99,0.05
518,4,15,2,529.99,0.2
518,5,11,2,1680.99,0.07
519,1,6,1,469.99,0.07
519,2,16,1,599.99,0.1
519,3,23,2,299.99,0.05
519,4,18,2,449,0.2
519,5,7,1,3999.99,0.05
520,1,26,1,599.99,0.1
520,2,24,1,549.99,0.2
520,3,10,1,1549,0.07
521,1,5,1,1320.99,0.2
521,2,14,1,269.99,0.2
522,1,4,2,2899.99,0.07
522,2,22,2,269.99,0.07
522,3,21,1,269.99,0.05
523,1,12,1,549.99,0.2
523,2,20,1,599.99,0.05
523,3,5,2,1320.99,0.1
523,4,16,2,599.99,0.07
524,1,11,1,1680.99,0.07
524,2,2,1,749.99,0.05
524,3,9,1,2999.99,0.2
524,4,3,2,999.99,0.07
524,5,26,1,599.99,0.05
525,1,9,2,2999.99,0.07
525,2,6,2,469.99,0.07
525,3,10,1,1549,0.1
526,1,3,2,999.99,0.1
526,2,8,1,1799.99,0.1
526,3,21,1,269.99,0.05
526,4,15,1,529.99,0.07
527,1,18,2,449,0.07
527,2,4,1,2899.99,0.2
527,3,19,1,449,0.1
527,4,9,2,2999.99,0.2
528,1,21,2,269.99,0.05
529,1,12,2,549.99,0.07
530,1,2,2,749.99,0.05
530,2,4,1,2899.99,0.07
530,3,6,2,469.99,0.2
531,1,6,1,469.99,0.2
531,2,12,2,549.99,0.2
531,3,25,1,499.99,0.07
532,1,17,2,429,0.07
532,2,16,2,599.99,0.2
532,3,12,1,549.99,0.1
533,1,4,1,2899.99,0.2
533,2,12,2,549.99,0.1
533,3,10,1,1549,0.2
533,4,25,1,499.99,0.05
534,1,21,2,269.99,0.05
534,2,9,2,2999.99,0.05
534,3,2,1,749.99,0.07
534,4,24,2,549.99,0.1
535,1,24,1,549.99,0.05
535,2,15,1,529.99,0.1
535,3,22,2,269.99,0.1
536,1,22,1,269.99,0.1
536,2,2,1,749.99,0.1
536,3,12,2,549.99,0.05
536,4,14,1,269.99,0.07
537,1,10,1,1549,0.05
537,2,26,1,599.99,0.05
537,3,17,2,429,0.1
537,4,25,2,499.99,0.2
538,1,2,2,749.99,0.2
539,1,9,2,2999.99,0.1
539,2,23,1,299.99,0.05
539,3,21,2,269.99,0.07
540,1,19,1,449,0.1
540,2,26,2,599.99,0.1
540,3,23,2,299.99,0.07
541,1,22,2,269.99,0.05
542,1,16,2,599.99,0.2
542,2,9,1,2999.99,0.1
542,3,20,1,599.99,0.1
542,4,19,2,449,0.2
543,1,25,1,499.99,0.2
543,2,18,1,449,0.2
543,3,26,2,599.99,0.05
544,1,12,1,549.99,0.05
544,2,17,1,429,0.1
544,3,21,1,269.99,0.05
545,1,25,2,499.99,0.2
545,2,6,1,469.99,0.07
545,3,24,1,549.99,0.2
545,4,20,2,599.99,0.07
546,1,17,2,429,0.05
546,2,8,1,1799.99,0.1
546,3,18,2,449,0.07
547,1,11,2,1680.99,0.05
547,2,9,1,2999.99,0.2
547,3,5,1,1320.99,0.1
548,1,8,1,1799.99,0.1
548,2,11,2,1680.99,0.07
549,1,15,1,529.99,0.07
549,2,16,1,599.99,0.05
549,3,3,1,999.99,0.07
549,4,7,1,3999.99,0.05
549,5,13,2,269.99,0.1
550,1,4,1,2899.99,0.05
551,1,16,1,599.99,0.05
551,2,26,1,599.99,0.07
551,3,11,2,1680.99,0.2
551,4,15,2,529.99,0.2
552,1,23,1,299.99,0.2
552,2,2,1,749.99,0.2
552,3,24,1,549.99,0.2
552,4,18,1,449,0.1
552,5,19,2,449,0.2
553,1,24,1,549.99,0.1
553,2,18,2,449,0.07
553,3,12,1,549.99,0.07
554,1,3,2,999.99,0.07
554,2,22,1,269.99,0.05
554,3,4,2,2899.99,0.2
555,1,8,1,1799.99,0.2
555,2,7,1,3999.99,0.1
555,3,20,2,599.99,0.07
556,1,16,1,599.99,0.1
556,2,4,2,2899.99,0.2
557,1,9,2,2999.99,0.1
557,2,10,1,1549,0.1
558,1,7,1,3999.99,0.07
558,2,16,1,599.99,0.07
558,3,9,1,2999.99,0.1
558,4,21,2,269.99,0.05
558,5,10,2,1549,0.07
559,1,15,2,529.99,0.1
559,2,6,1,469.99,0.1
559,3,7,2,3999.99,0.07
560,1,16,1,599.99,0.05
560,2,26,2,599.99,0.1
561,1,15,2,529.99,0.05
561,2,18,1,449,0.05
561,3,5,1,1320.99,0.05
561,4,17,2,429,0.07
562,1,25,2,499.99,0.07
562,2,26,1,599.99,0.05
563,1,6,2,469.99,0.1
563,2,19,1,449,0.05
563,3,13,2,269.99,0.1
564,1,4,1,2899.99,0.2
564,2,15,1,529.99,0.2
565,1,18,1,449,0.2
565,2,25,2,499.99,0.1
565,3,9,1,2999.99,0.05
565,4,17,1,429,0.1
566,1,24,2,549.99,0.07
566,2,7,2,3999.99,0.2
566,3,8,1,1799.99,0.1
566,4,21,2,269.99,0.2
567,1,9,1,2999.99,0.2
567,2,5,1,1320.99,0.07
568,1,5,1,1320.99,0.05
568,2,10,1,1549,0.05
569,1,16,1,599.99,0.05
569,2,24,2,549.99,0.1
570,1,18,1,449,0.07
570,2,24,2,549.99,0.1
570,3,3,2,999.99,0.2
570,4,11,1,1680.99,0.1
570,5,16,1,599.99,0.05
571,1,4,1,2899.99,0.05
571,2,9,1,2999.99,0.1
572,1,3,1,999.99,0.05
572,2,13,2,269.99,0.1
572,3,11,2,1680.99,0.2
573,1,2,1,749.99,0.2
574,1,26,1,599.99,0.05
574,2,13,2,269.99,0.1
574,3,12,2,549.99,0.1
574,4,23,2,299.99,0.1
574,5,11,2,1680.99,0.05
575,1,4,2,2899.99,0.07
575,2,12,1,549.99,0.2
576,1,9,1,2999.99,0.1
577,1,3,2,999.99,0.2
578,1,21,1,269.99,0.07
578,2,25,2,499.99,0.2
578,3,18,2,449,0.05
578,4,8,2,1799.99,0.2
579,1,7,2,3999.99,0.05
579,2,6,1,469.99,0.2
580,1,16,2,599.99,0.2
580,2,15,1,529.99,0.07
580,3,21,2,269.99,0.2
580,4,9,2,2999.99,0.07
580,5,19,1,449,0.2
581,1,8,2,1799.99,0.07
582,1,10,2,1549,0.2
582,2,17,2,429,0.07
583,1,15,2,529.99,0.2
584,1,19,1,449,0.07
584,2,23,1,299.99,0.07
584,3,15,1,529.99,0.1
584,4,22,1,269.99,0.05
584,5,8,2,1799.99,0.07
585,1,10,1,1549,0.2
585,2,18,2,449,0.2
585,3,15,1,529.99,0.05
585,4,12,2,549.99,0.07
586,1,11,2,1680.99,0.1
586,2,23,2,299.99,0.2
587,1,24,1,549.99,0.05
587,2,23,1,299.99,0.05
587,3,18,1,449,0.05
587,4,21,1,269.99,0.2
588,1,10,2,1549,0.07
588,2,23,1,299.99,0.2
589,1,15,2,529.99,0.05
590,1,2,2,749.99,0.1
590,2,20,1,599.99,0.07
590,3,8,2,1799.99,0.05
590,4,5,2,1320.99,0.1
590,5,24,1,549.99,0.1
591,1,16,2,599.99,0.05
591,2,25,2,499.99,0.05
591,3,2,2,749.99,0.1
592,1,21,2,269.99,0.1
592,2,16,1,599.99,0.05
592,3,18,2,449,0.07
593,1,3,2,999.99,0.1
593,2,25,1,499.99,0.07
594,1,26,1,599.99,0.1
594,2,21,2,269.99,0.05
595,1,4,1,2899.99,0.07
595,2,19,2,449,0.07
595,3,3,1,999.99,0.07
595,4,10,1,1549,0.07
595,5,26,2,599.99,0.05
596,1,5,1,1320.99,0.05
596,2,23,2,299.99,0.1
596,3,9,1,2999.99,0.05
597,1,17,2,429,0.2
597,2,8,1,1799.99,0.07
598,1,4,2,2899.99,0.05
598,2,16,2,599.99,0.07
598,3,14,1,269.99,0.1
599,1,9,2,2999.99,0.05
599,2,22,2,269.99,0.2
599,3,23,1,299.99,0.07
599,4,10,2,1549,0.1
600,1,26,2,599.99,0.07
600,2,4,1,2899.99,0.2
600,3,18,2,449,0.07
601,1,12,2,549.99,0.2
602,1,15,2,529.99,0.05
602,2,5,2,1320.99,0.07
603,1,12,1,549.99,0.07
603,2,4,1,2899.99,0.1
604,1,10,2,1549,0.07
604,2,9,2,2999.99,0.2
605,1,19,1,449,0.07
605,2,25,2,499.99,0.05
605,3,13,2,269.99,0.2
605,4,11,1,1680.99,0.2
606,1,6,2,469.99,0.2
606,2,18,2,449,0.05
607,1,11,2,1680.99,0.2
607,2,26,2,599.99,0.2
607,3,14,1,269.99,0.07
608,1,4,2,2899.99,0.2
608,2,7,2,3999.99,0.1
608,3,24,1,549.99,0.1
609,1,10,1,1549,0.07
609,2,7,1,3999.99,0.1
609,3,22,2,269.99,0.1
609,4,5,1,1320.99,0.1
610,1,26,1,599.99,0.1
610,2,24,1,549.99,0.07
610,3,18,2,449,0.07
610,4,3,1,999.99,0.07
610,5,8,1,1799.99,0.1
611,1,16,2,599.99,0.07
612,1,13,1,269.99,0.1
612,2,14,1,269.99,0.1
612,3,17,1,429,0.07
612,4,20,1,599.99,0.2
613,1,9,2,2999.99,0.1
613,2,18,2,449,0.05
613,3,12,1,549.99,0.07
614,1,18,1,449,0.1
614,2,21,1,269.99,0.05
615,1,11,1,1680.99,0.07
615,2,23,1,299.99,0.05
615,3,6,2,469.99,0.1
615,4,19,2,449,0.1
616,1,24,1,549.99,0.2
616,2,16,2,599.99,0.2
617,1,15,2,529.99,0.2
617,2,11,2,1680.99,0.07
618,1,17,2,429,0.1
618,2,11,1,1680.99,0.07
619,1,25,1,499.99,0.07
620,1,5,2,1320.99,0.2
621,1,17,2,429,0.07
622,1,9,2,2999.99,0.07
622,2,18,1,449,0.1
622,3,10,1,1549,0.2
622,4,25,1,499.99,0.07
623,1,8,1,1799.99,0.07
624,1,21,2,269.99,0.05
624,2,16,1,599.99,0.07
624,3,22,1,269.99,0.07
624,4,14,2,269.99,0.2
625,1,17,1,429,0.07
625,2,11,2,1680.99,0.2
625,3,26,1,599.99,0.07
625,4,23,2,299.99,0.1
626,1,15,1,529.99,0.2
627,1,19,1,449,0.07
