MENU_ID,MENU_TYPE_ID,MENU_TYPE,TRUCK_BRAND_NAME,MENU_ITEM_ID,MENU_ITEM_NAME,ITEM_CATEGORY,ITEM_SUBCATEGORY,COST_OF_GOODS_USD,SALE_PRICE_USD,MENU_ITEM_HEALTH_METRICS_OBJ
10061,9,Ethiopian,Tasty Tibs,93,Veggie Combo,Main,Warm Option,4,9,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Red Lentils"",
        ""Onion"",
        ""Garlic"",
        ""Split Peas"",
        ""Curried Cabbage"",
        ""Carrots"",
        ""Potatoes""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""Y"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 93
}"
10062,9,Ethiopian,Tasty Tibs,94,Bottled Water,Beverage,Cold Option,1,2,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Water""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""Y"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 94
}"
10063,9,Ethiopian,Tasty Tibs,95,Bottled Soda,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Soda""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 95
}"
10064,9,Ethiopian,Tasty Tibs,96,Ice Tea,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Ice Tea""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 96
}"
10065,10,Hot Dogs,Amped Up Franks,101,New York Dog,Main,Warm Option,4,8,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Signature Hot Dog"",
        ""Brown Mustard"",
        ""Grilled Sauerkraut""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""N"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 101
}"
10066,10,Hot Dogs,Amped Up Franks,102,Chicago Dog,Main,Warm Option,4,9,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Signature Hot Dog"",
        ""Yellow Mustard"",
        ""Green Relish"",
        ""Chopped Onion"",
        ""Pickle Spear"",
        ""Sport Peppers"",
        ""Celery Salt""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""N"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 102
}"
10067,10,Hot Dogs,Amped Up Franks,103,Coney Dog,Main,Warm Option,5,10,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Signature Hot Dog"",
        ""Classic Chili"",
        ""Cheddar"",
        ""Chopped Onion""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""N"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 103
}"
10068,10,Hot Dogs,Amped Up Franks,104,Bottled Water,Beverage,Cold Option,1,2,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Water""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""Y"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 104
}"
10069,10,Hot Dogs,Amped Up Franks,105,Bottled Soda,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Soda""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 105
}"
10070,10,Hot Dogs,Amped Up Franks,106,Ice Tea,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Ice Tea""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 106
}"
10071,11,Poutine,Revenge of the Curds,111,The Classic,Main,Hot Option,4,12,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Hand-Cut Fries"",
        ""Chedder Cheese Curds"",
        ""Classic Gravy"",
        ""Green Onion""
      ],
      ""is_dairy_free_flag"": ""N"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 111
}"
10072,11,Poutine,Revenge of the Curds,112,Mothers Favorite,Main,Hot Option,5,12,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Hand-Cut Fries"",
        ""Chedder Cheese Curds"",
        ""Shredded Pepper Jack"",
        ""Crema"",
        ""Lettuce"",
        ""Pork Green Chile""
      ],
      ""is_dairy_free_flag"": ""N"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 112
}"
10073,11,Poutine,Revenge of the Curds,113,The Kitchen Sink,Main,Hot Option,6,14,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Hand-Cut Fries"",
        ""Chedder Cheese Curds"",
        ""Shredded Cheddar"",
        ""Cubed Steak"",
        ""Bacon"",
        ""Classic Gravy""
      ],
      ""is_dairy_free_flag"": ""N"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 113
}"
10074,11,Poutine,Revenge of the Curds,114,Bottled Water,Beverage,Cold Option,1,2,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Water""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""Y"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 114
}"
10075,11,Poutine,Revenge of the Curds,115,Bottled Soda,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Soda""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 115
}"
10076,11,Poutine,Revenge of the Curds,116,Ice Tea,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Ice Tea""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 116
}"
10077,12,Gyros,Cheeky Greek,121,The King Combo,Main,Hot Option,12,20,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Chicken Souvlaki"",
        ""Pork Souvlaki"",
        ""Gyros"",
        ""Hummus"",
        ""Tabouli"",
        ""Dolmades"",
        ""Spanakopita"",
        ""Veggies"",
        ""Pita""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""N"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 121
}"
10078,12,Gyros,Cheeky Greek,122,Gyro Plate,Main,Hot Option,8,12,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Gyro Meat"",
        ""Cucumber"",
        ""Tomato"",
        ""Red Onion"",
        ""Feta"",
        ""Bell Peppers"",
        ""Pepperochini"",
        ""Pita""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""N"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 122
}"
10079,12,Gyros,Cheeky Greek,123,Greek Salad,Snack,Warm Option,4,11,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Cucumber"",
        ""Tomato"",
        ""Red Onion"",
        ""Feta"",
        ""Bell Peppers"",
        ""Pepperochini""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""Y"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 123
}"
10080,12,Gyros,Cheeky Greek,124,Bottled Water,Beverage,Cold Option,1,2,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Water""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""Y"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 124
}"
10081,12,Gyros,Cheeky Greek,125,Bottled Soda,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Soda""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 125
}"
10082,12,Gyros,Cheeky Greek,126,Ice Tea,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Ice Tea""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 126
}"
10083,13,Chinese,Peking Truck,131,Combo Lo Mein,Main,Hot Option,6,13,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Chicken"",
        ""Pork"",
        ""Lo Mein Noodles"",
        ""Sesame""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""N"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""N""
    }
  ],
  ""menu_item_id"": 131
}"
10084,13,Chinese,Peking Truck,132,Combo Fried Rice,Main,Warm Option,5,11,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Chicken"",
        ""Pork"",
        ""Fried Rice"",
        ""Egg"",
        ""Peas"",
        ""Cashews""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""N""
    }
  ],
  ""menu_item_id"": 132
}"
10085,13,Chinese,Peking Truck,133,Wonton Soup,Main,Warm Option,2,6,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Wonton"",
        ""Classic Broth""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""N"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 133
}"
10086,13,Chinese,Peking Truck,134,Bottled Water,Beverage,Cold Option,1,2,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Water""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""Y"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 134
}"
10087,13,Chinese,Peking Truck,135,Bottled Soda,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Soda""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 135
}"
10088,13,Chinese,Peking Truck,136,Ice Tea,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Ice Tea""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 136
}"
10089,14,Indian,Nani's Kitchen,141,Lean Chicken Tikka Masala,Main,Hot Option,10,17,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Chicken Tikka Meat"",
        ""Green Onions"",
        ""Basmati Rice"",
        ""Plain Yogurt""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""Y"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 141
}"
10090,14,Indian,Nani's Kitchen,142,Tandoori Mixed Grill,Main,Hot Option,11,18,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Chicken Kabob"",
        ""Lamb Kabob"",
        ""Shrimp Kabob"",
        ""Onion Bed"",
        ""Basmati Rice""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 142
}"
10091,14,Indian,Nani's Kitchen,143,Combination Curry,Main,Hot Option,9,15,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Chicken"",
        ""Lamb"",
        ""Shrimp"",
        ""Traditional Curry"",
        ""Onion"",
        ""Green Onion""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 143
}"
10092,14,Indian,Nani's Kitchen,144,Bottled Water,Beverage,Cold Option,1,2,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Water""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""Y"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 144
}"
10093,14,Indian,Nani's Kitchen,145,Bottled Soda,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Soda""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 145
}"
10094,14,Indian,Nani's Kitchen,146,Ice Tea,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Ice Tea""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 146
}"
10095,15,Sandwiches,Better Off Bread,151,Italian,Main,Cold Option,6,11,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Salami"",
        ""Ham"",
        ""Provolone"",
        ""Lettuce"",
        ""Hoagie Roll""
      ],
      ""is_dairy_free_flag"": ""N"",
      ""is_gluten_free_flag"": ""N"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 151
}"
10096,15,Sandwiches,Better Off Bread,152,Pastrami,Main,Cold Option,8,11,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Hot Pastrami"",
        ""Swiss Cheese"",
        ""Lettuce"",
        ""Hoagie Roll""
      ],
      ""is_dairy_free_flag"": ""N"",
      ""is_gluten_free_flag"": ""N"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 152
}"
10097,15,Sandwiches,Better Off Bread,153,Hot Ham & Cheese,Main,Hot Option,7,11,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""Ham"",
        ""Smoked Cheddar"",
        ""Lettuce"",
        ""Hoagie Roll""
      ],
      ""is_dairy_free_flag"": ""N"",
      ""is_gluten_free_flag"": ""N"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 153
}"
10098,15,Sandwiches,Better Off Bread,154,Bottled Water,Beverage,Cold Option,1,2,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Water""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""Y"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 154
}"
10099,15,Sandwiches,Better Off Bread,155,Bottled Soda,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Soda""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 155
}"
10100,15,Sandwiches,Better Off Bread,156,Ice Tea,Beverage,Cold Option,1,3,"{
  ""menu_item_health_metrics"": [
    {
      ""ingredients"": [
        ""12 Oz Bottle Ice Tea""
      ],
      ""is_dairy_free_flag"": ""Y"",
      ""is_gluten_free_flag"": ""Y"",
      ""is_healthy_flag"": ""N"",
      ""is_nut_free_flag"": ""Y""
    }
  ],
  ""menu_item_id"": 156
}"
