"Department","Cost","Travel Class","Ticket Single or Return","Airline","Travel Date","Origin ICAO","Origin Name","Origin Municipality","Origin Region","Origin Country","Origin Latitude","Origin Longitude","Destination ICAO","Destination Name","Destination Region","Destination Country","Destination Latitude","Destination Longitude","Distance"
"Yellow Department",1046.70,"Business","Return","KLM",2011-05-10,"EGNT","Newcastle Airport","Newcastle","England","United Kingdom",55.0374984741211,-1.69166994094849,"LIRF","Leonardo da Vinci–Fiumicino Airport","Lazio","Italy",41.8002778,12.2388889,1788
"Yellow Department",1046.70,"Business","Return","KLM",2011-05-10,"EGNT","Newcastle Airport","Newcastle","England","United Kingdom",55.0374984741211,-1.69166994094849,"LIRF","Leonardo da Vinci–Fiumicino Airport","Lazio","Italy",41.8002778,12.2388889,1788
"Yellow Department",2372.23,"Business","Return","KLM",2011-05-10,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"RKSI","Incheon International Airport","Incheon Gwang'yeogsi","South Korea",37.4691009521484,126.450996398926,8861
"Yellow Department",2372.23,"Business","Return","KLM",2011-05-10,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"RKSI","Incheon International Airport","Incheon Gwang'yeogsi","South Korea",37.4691009521484,126.450996398926,8861
"Yellow Department",21.98,"Economy","Return","Flybe",2011-05-11,"EGPO","Stornoway Airport","Stornoway","Scotland","United Kingdom",58.2155990600586,-6.33111000061035,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,869
"Orange Department",35.88,"Economy","Single","Easyjet",2011-05-11,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EDDH","Hamburg Airport","Hamburg","Germany",53.630401611328,9.9882297515869,723
"Orange Department",55.88,"Economy","Single","Easyjet",2011-05-11,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EHAM","Amsterdam Airport Schiphol","Noord-Holland","Netherlands",52.308601,4.76389,354
"Orange Department",60.00,"Economy","Return","British Airways",2011-05-11,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,647
"Orange Department",67.59,"Economy","Single","Easyjet",2011-05-11,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EDDH","Hamburg Airport","Hamburg","Germany",53.630401611328,9.9882297515869,723
"Orange Department",67.59,"Economy","Single","Easyjet",2011-05-11,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EDDH","Hamburg Airport","Hamburg","Germany",53.630401611328,9.9882297515869,723
"Orange Department",67.59,"Economy","Single","Easyjet",2011-05-11,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EDDH","Hamburg Airport","Hamburg","Germany",53.630401611328,9.9882297515869,723
"Orange Department",67.59,"Economy","Single","Easyjet",2011-05-11,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EDDH","Hamburg Airport","Hamburg","Germany",53.630401611328,9.9882297515869,723
"Orange Department",72.72,"Economy","Single","Easyjet",2011-05-11,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EHAM","Amsterdam Airport Schiphol","Noord-Holland","Netherlands",52.308601,4.76389,354
"Orange Department",72.72,"Economy","Single","Easyjet",2011-05-11,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EHAM","Amsterdam Airport Schiphol","Noord-Holland","Netherlands",52.308601,4.76389,354
"Orange Department",72.72,"Economy","Single","Easyjet",2011-05-11,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EHAM","Amsterdam Airport Schiphol","Noord-Holland","Netherlands",52.308601,4.76389,354
"Orange Department",72.72,"Economy","Single","Easyjet",2011-05-11,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EHAM","Amsterdam Airport Schiphol","Noord-Holland","Netherlands",52.308601,4.76389,354
"Orange Department",86.49,"Economy","Single","Flybe",2011-05-11,"EGPD","Aberdeen Dyce Airport","Aberdeen","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,"EGKK","London Gatwick Airport","England","United Kingdom",51.148102,-0.190278,686
"Yellow Department",91.22,"Economy","Return","Flybe",2011-05-11,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,584
"Orange Department",96.00,"Economy","Single","Blue Islands",2011-05-11,"EGLC","London City Airport","London","England","United Kingdom",51.505299,0.055278,"EGJJ","Jersey Airport","(unassigned)","Jersey",49.2079010009766,-2.1955099105835,301
"Yellow Department",111.70,"Economy","Single","Flybe",2011-05-11,"EGPH","Edinburgh Airport","Edinburgh","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,"EGTE","Exeter International Airport","England","United Kingdom",50.7344017028809,-3.41388988494873,580
"Yellow Department",121.48,"Economy","Single","Flybe",2011-05-11,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,584
"Purple Department",139.93,"Economy","Return","Easyjet",2011-05-11,"EGGD","Bristol Airport","Bristol","England","United Kingdom",51.382702,-2.71909,"LKPR","Václav Havel Airport Prague","Prague (capital city)","Czechia",50.1008,14.26,1200
"Yellow Department",161.95,"Economy","Return","Flybe",2011-05-11,"EGNM","Leeds Bradford Airport","Leeds","England","United Kingdom",53.8658981323242,-1.66057002544403,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,325
"Orange Department",171.90,"Economy","Return","British Airways",2011-05-11,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGCC","Manchester Airport","England","United Kingdom",53.3536987304688,-2.27495002746582,283
"Yellow Department",181.96,"Economy","Return","Flybe",2011-05-11,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGJJ","Jersey Airport","(unassigned)","Jersey",49.2079010009766,-2.1955099105835,203
"Orange Department",186.30,"Economy","Return","British Airways",2011-05-11,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGCC","Manchester Airport","England","United Kingdom",53.3536987304688,-2.27495002746582,243
"Yellow Department",197.98,"Economy","Return","Flybe",2011-05-11,"EGNT","Newcastle Airport","Newcastle","England","United Kingdom",55.0374984741211,-1.69166994094849,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,455
"Orange Department",200.30,"Economy","Single","British Airways",2011-05-11,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,647
"Orange Department",234.82,"Business","Return","British Airways",2011-05-11,"EGPH","Edinburgh Airport","Edinburgh","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,"EGKK","London Gatwick Airport","England","United Kingdom",51.148102,-0.190278,574
"Orange Department",305.69,"Premium Economy","Return","British Midland",2011-05-11,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,647
"Yellow Department",307.24,"Economy","Return","Flybe",2011-05-11,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,584
"Yellow Department",313.30,"Economy","Return","Eastern Airways",2011-05-11,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,697
"Yellow Department",313.30,"Economy","Return","Eastern Airways",2011-05-11,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,697
"Yellow Department",313.41,"Economy","Return","Aer Arann Express",2011-05-11,"EGCC","Manchester Airport","Manchester","England","United Kingdom",53.3536987304688,-2.27495002746582,"EICM","Galway Airport","County Galway","Ireland",53.3002014160156,-8.94159030914307,443
"Yellow Department",321.26,"Economy","Return","Flybe",2011-05-11,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,584
"Orange Department",346.04,"Business","Return","British Airways",2011-05-11,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,647
"Yellow Department",388.61,"Economy","Return","Flybe",2011-05-11,"EGPO","Stornoway Airport","Stornoway","Scotland","United Kingdom",58.2155990600586,-6.33111000061035,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,869
"Yellow Department",408.30,"Economy","Return","Eastern Airways",2011-05-11,"EGPD","Aberdeen Dyce Airport","Aberdeen","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,697
"Yellow Department",408.30,"Economy","Return","Eastern Airways",2011-05-11,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,697
"Yellow Department",440.20,"Economy","Return","Air France",2011-05-11,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"LFPO","Paris-Orly Airport","Île-de-France","France",48.7233333,2.3794444,365
"Yellow Department",498.41,"Economy","Return","KLM",2011-05-11,"EGGD","Bristol Airport","Bristol","England","United Kingdom",51.382702,-2.71909,"EHAM","Amsterdam Airport Schiphol","Noord-Holland","Netherlands",52.308601,4.76389,524
"Yellow Department",625.50,"Business","Return","KLM",2011-05-11,"EGNJ","Humberside Airport","Grimsby","England","United Kingdom",53.5744018554688,-0.350832998752594,"EHAM","Amsterdam Airport Schiphol","Noord-Holland","Netherlands",52.308601,4.76389,370
"Orange Department",1747.33,"Economy","Return","British Airways",2011-05-11,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"DNMM","Murtala Muhammed International Airport","Lagos","Nigeria",6.57737016677856,3.32116007804871,5004
"Orange Department",1747.33,"Economy","Return","British Airways",2011-05-11,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"DNMM","Murtala Muhammed International Airport","Lagos","Nigeria",6.57737016677856,3.32116007804871,5004
"Orange Department",1747.33,"Economy","Return","British Airways",2011-05-11,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"DNMM","Murtala Muhammed International Airport","Lagos","Nigeria",6.57737016677856,3.32116007804871,5004
"Orange Department",1747.33,"Economy","Return","British Airways",2011-05-11,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"DNMM","Murtala Muhammed International Airport","Lagos","Nigeria",6.57737016677856,3.32116007804871,5004
"Yellow Department",1897.40,"Business","Return","Korean Air",2011-05-11,"RKSS","Gimpo International Airport","Seoul","Seoul Teugbyeolsi","South Korea",37.5583,126.791,"RKPK","Gimhae International Airport","Busan Gwang'yeogsi","South Korea",35.1795005798,128.93800354,327
"Yellow Department",1897.40,"Business","Return","Korean Air",2011-05-11,"RKSS","Gimpo International Airport","Seoul","Seoul Teugbyeolsi","South Korea",37.5583,126.791,"RKPK","Gimhae International Airport","Busan Gwang'yeogsi","South Korea",35.1795005798,128.93800354,327
"Yellow Department",3621.33,"Business","Return","Air France",2011-05-11,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"WSSS","Singapore Changi Airport","South East","Singapore",1.35019,103.994003,10883
"Yellow Department",3621.33,"Business","Return","Air France",2011-05-11,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"WSSS","Singapore Changi Airport","South East","Singapore",1.35019,103.994003,10883
"Yellow Department",17.00,"Economy","Single","KLM",2011-05-12,"EHAM","Amsterdam Airport Schiphol","Amsterdam","Noord-Holland","Netherlands",52.308601,4.76389,"EGGD","Bristol Airport","England","United Kingdom",51.382702,-2.71909,524
"Orange Department",25.00,"Economy","Return","British Airways",2011-05-12,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,647
"Orange Department",61.50,"Economy","Return","Easyjet",2011-05-12,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EGAA","Belfast International Airport","Northern Ireland","United Kingdom",54.6575012207,-6.21582984924,497
"Orange Department",61.50,"Economy","Return","Easyjet",2011-05-12,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EGAA","Belfast International Airport","Northern Ireland","United Kingdom",54.6575012207,-6.21582984924,497
"Orange Department",61.50,"Economy","Return","Easyjet",2011-05-12,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EGAA","Belfast International Airport","Northern Ireland","United Kingdom",54.6575012207,-6.21582984924,497
"Orange Department",61.50,"Economy","Return","Easyjet",2011-05-12,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EGAA","Belfast International Airport","Northern Ireland","United Kingdom",54.6575012207,-6.21582984924,497
"Orange Department",61.50,"Economy","Return","Easyjet",2011-05-12,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EGAA","Belfast International Airport","Northern Ireland","United Kingdom",54.6575012207,-6.21582984924,497
"Orange Department",61.50,"Economy","Return","Easyjet",2011-05-12,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EGAA","Belfast International Airport","Northern Ireland","United Kingdom",54.6575012207,-6.21582984924,497
"Yellow Department",65.00,"Economy","Return","Flybe",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,584
"Yellow Department",65.00,"Economy","Return","Flybe",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,584
"Yellow Department",65.00,"Economy","Return","Flybe",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,584
"Yellow Department",65.00,"Economy","Return","Flybe",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,584
"Yellow Department",79.72,"Economy","Return","Flybe",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,584
"Yellow Department",79.72,"Economy","Return","Flybe",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,584
"Yellow Department",79.72,"Economy","Return","Flybe",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,584
"Yellow Department",95.94,"Economy","Single","Easyjet",2011-05-12,"EGNT","Newcastle Airport","Newcastle","England","United Kingdom",55.0374984741211,-1.69166994094849,"LFMN","Nice-Côte d'Azur Airport","Provence-Alpes-Côte-d'Azur","France",43.6584014893,7.21586990356,1418
"Yellow Department",102.98,"Economy","Return","Flybe",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGJJ","Jersey Airport","(unassigned)","Jersey",49.2079010009766,-2.1955099105835,203
"Yellow Department",138.00,"Economy","Return","Flybe",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,584
"Yellow Department",145.48,"Economy","Single","Flybe",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPH","Edinburgh Airport","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,572
"Yellow Department",177.26,"Economy","Return","Flybe",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,584
"Yellow Department",177.98,"Economy","Single","Flybe",2011-05-12,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,584
"Orange Department",181.00,"Economy","Return","Blue Islands",2011-05-12,"EGLC","London City Airport","London","England","United Kingdom",51.505299,0.055278,"EGJJ","Jersey Airport","(unassigned)","Jersey",49.2079010009766,-2.1955099105835,301
"Orange Department",182.60,"Economy","Return","British Airways",2011-05-12,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"LPPT","Humberto Delgado Airport (Lisbon Portela Airport)","Lisbon District","Portugal",38.7813,-9.13592,1564
"Yellow Department",192.70,"Economy","Return","Eastern Airways",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGGP","Liverpool John Lennon Airport","England","United Kingdom",53.3335990905762,-2.8497200012207,284
"Yellow Department",192.70,"Economy","Return","Eastern Airways",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGGP","Liverpool John Lennon Airport","England","United Kingdom",53.3335990905762,-2.8497200012207,284
"Orange Department",221.04,"Economy","Return","British Airways",2011-05-12,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,647
"Purple Department",277.80,"Economy","Return","British Airways",2011-05-12,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EDDL","Düsseldorf Airport","North Rhine-Westphalia","Germany",51.289501,6.76678,502
"Yellow Department",308.30,"Economy","Return","Eastern Airways",2011-05-12,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPO","Stornoway Airport","Scotland","United Kingdom",58.2155990600586,-6.33111000061035,869
"Yellow Department",313.30,"Economy","Return","Eastern Airways",2011-05-12,"EGPD","Aberdeen Dyce Airport","Aberdeen","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,697
"Yellow Department",321.83,"Economy","Return","Aer Lingus",2011-05-12,"EGCC","Manchester Airport","Manchester","England","United Kingdom",53.3536987304688,-2.27495002746582,"EICK","Cork Airport","County Cork","Ireland",51.8413009643555,-8.49110984802246,452
"Yellow Department",333.80,"Economy","Return","British Airways",2011-05-12,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"LFMN","Nice-Côte d'Azur Airport","Provence-Alpes-Côte-d'Azur","France",43.6584014893,7.21586990356,1041
"Orange Department",380.90,"Economy","Return","British Midland",2011-05-12,"EGCC","Manchester Airport","Manchester","England","United Kingdom",53.3536987304688,-2.27495002746582,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,428
"Yellow Department",423.56,"Economy","Return","Flybe",2011-05-12,"EGPH","Edinburgh Airport","Edinburgh","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,"EGPA","Kirkwall Airport","Scotland","United Kingdom",58.9578018188477,-2.90499997138977,336
"Yellow Department",515.41,"Economy","Return","KLM",2011-05-12,"EGGD","Bristol Airport","Bristol","England","United Kingdom",51.382702,-2.71909,"EHAM","Amsterdam Airport Schiphol","Noord-Holland","Netherlands",52.308601,4.76389,524
"Yellow Department",562.50,"Business","Return","British Airways",2011-05-12,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"LIRP","Pisa International Airport","Tuscany","Italy",43.683899,10.3927,1186
"Yellow Department",34.00,"Economy","Return","Flybe",2011-05-13,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGJJ","Jersey Airport","(unassigned)","Jersey",49.2079010009766,-2.1955099105835,203
"Purple Department",58.98,"Economy","Return","Bmibaby",2011-05-13,"EGBB","Birmingham International Airport","Birmingham","England","United Kingdom",52.4538993835,-1.74802994728,"EGAC","George Best Belfast City Airport","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,363
"Purple Department",67.98,"Economy","Return","Bmibaby",2011-05-13,"EGBB","Birmingham International Airport","Birmingham","England","United Kingdom",52.4538993835,-1.74802994728,"EGAC","George Best Belfast City Airport","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,363
"Yellow Department",69.72,"Economy","Return","Flybe",2011-05-13,"EGPH","Edinburgh Airport","Edinburgh","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,572
"Orange Department",123.48,"Economy","Single","Flybe",2011-05-13,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGNT","Newcastle Airport","England","United Kingdom",55.0374984741211,-1.69166994094849,444
"Orange Department",131.98,"Economy","Return","Ryanair",2011-05-13,"EGSS","London Stansted Airport","London","England","United Kingdom",51.8849983215,0.234999999404,"LFBZ","Biarritz-Anglet-Bayonne Airport","Aquitaine","France",43.4683333,-1.5311111,945
"Yellow Department",151.96,"Economy","Return","Flybe",2011-05-13,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGJJ","Jersey Airport","(unassigned)","Jersey",49.2079010009766,-2.1955099105835,203
"Yellow Department",172.20,"Economy","Return","Flybe",2011-05-13,"EGPH","Edinburgh Airport","Edinburgh","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,572
"Yellow Department",176.95,"Economy","Return","Flybe",2011-05-13,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGNM","Leeds Bradford Airport","England","United Kingdom",53.8658981323242,-1.66057002544403,325
"Orange Department",181.00,"Economy","Return","Blue Islands",2011-05-13,"EGLC","London City Airport","London","England","United Kingdom",51.505299,0.055278,"EGJJ","Jersey Airport","(unassigned)","Jersey",49.2079010009766,-2.1955099105835,301
"Orange Department",181.00,"Economy","Return","Blue Islands",2011-05-13,"EGLC","London City Airport","London","England","United Kingdom",51.505299,0.055278,"EGJJ","Jersey Airport","(unassigned)","Jersey",49.2079010009766,-2.1955099105835,301
"Orange Department",197.09,"Economy","Return","Swiss Airlines",2011-05-13,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"LSGG","Geneva Cointrin International Airport","Canton of Geneva","Switzerland",46.2380981445313,6.10895013809204,754
"Orange Department",205.90,"Economy","Return","British Midland",2011-05-13,"EGPH","Edinburgh Airport","Edinburgh","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,"EGCC","Manchester Airport","England","United Kingdom",53.3536987304688,-2.27495002746582,297
"Orange Department",214.90,"Economy","Return","British Airways",2011-05-13,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGCC","Manchester Airport","England","United Kingdom",53.3536987304688,-2.27495002746582,283
"Orange Department",214.90,"Economy","Return","British Airways",2011-05-13,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGCC","Manchester Airport","England","United Kingdom",53.3536987304688,-2.27495002746582,283
"Yellow Department",283.30,"Business","Return","Eastern Airways",2011-05-13,"EGPD","Aberdeen Dyce Airport","Aberdeen","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,697
"Orange Department",288.90,"Business","Return","British Airways",2011-05-13,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGCC","Manchester Airport","England","United Kingdom",53.3536987304688,-2.27495002746582,283
"Yellow Department",288.97,"Economy","Return","Flybe",2011-05-13,"EGPD","Aberdeen Dyce Airport","Aberdeen","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,"EGAC","George Best Belfast City Airport","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,367
"Yellow Department",303.30,"Economy","Return","Eastern Airways",2011-05-13,"EGPD","Aberdeen Dyce Airport","Aberdeen","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,697
"Orange Department",310.70,"Economy","Single","British Airways",2011-05-13,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"LIMF","Turin Airport","Piedmont","Italy",45.200802,7.64963,880
"Orange Department",321.04,"Economy","Return","British Airways",2011-05-13,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,647
"Yellow Department",346.62,"Economy","Return","Flybe",2011-05-13,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGPL","Benbecula Airport","Scotland","United Kingdom",57.4810981750488,-7.36278009414673,253
"Yellow Department",364.26,"Economy","Return","Flybe",2011-05-13,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,584
"Yellow Department",408.30,"Economy","Return","Eastern Airways",2011-05-13,"EGPD","Aberdeen Dyce Airport","Aberdeen","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,697
"Orange Department",439.40,"Business","Single","KLM",2011-05-13,"EHAM","Amsterdam Airport Schiphol","Amsterdam","Noord-Holland","Netherlands",52.308601,4.76389,"LFPG","Charles de Gaulle International Airport","Île-de-France","France",49.012798,2.55,398
"Yellow Department",583.20,"Economy","Return","KLM",2011-05-13,"EGNV","Durham Tees Valley Airport","Durham","England","United Kingdom",54.5092010498047,-1.42940998077393,"LFMN","Nice-Côte d'Azur Airport","Provence-Alpes-Côte-d'Azur","France",43.6584014893,7.21586990356,1359
"Yellow Department",624.80,"Economy","Return","KLM",2011-05-13,"EGNT","Newcastle Airport","Newcastle","England","United Kingdom",55.0374984741211,-1.69166994094849,"ESSA","Stockholm-Arlanda Airport","Stockholms län","Sweden",59.651901245117,17.918600082397,1277
"Yellow Department",687.99,"Economy","Return","British Midland",2011-05-13,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"ENZV","Stavanger Airport Sola","Rogaland","Norway",58.876701354,5.6377801895,909
