"film_id","category_id","last_update"
666,7,"2022-02-15 13:07:09+03"
667,15,"2022-02-15 13:07:09+03"
668,15,"2022-02-15 13:07:09+03"
669,9,"2022-02-15 13:07:09+03"
670,6,"2022-02-15 13:07:09+03"
671,15,"2022-02-15 13:07:09+03"
672,5,"2022-02-15 13:07:09+03"
673,12,"2022-02-15 13:07:09+03"
674,9,"2022-02-15 13:07:09+03"
675,13,"2022-02-15 13:07:09+03"
676,15,"2022-02-15 13:07:09+03"
677,13,"2022-02-15 13:07:09+03"
678,15,"2022-02-15 13:07:09+03"
679,8,"2022-02-15 13:07:09+03"
680,5,"2022-02-15 13:07:09+03"
681,15,"2022-02-15 13:07:09+03"
682,8,"2022-02-15 13:07:09+03"
683,7,"2022-02-15 13:07:09+03"
684,10,"2022-02-15 13:07:09+03"
685,13,"2022-02-15 13:07:09+03"
686,13,"2022-02-15 13:07:09+03"
687,6,"2022-02-15 13:07:09+03"
688,3,"2022-02-15 13:07:09+03"
689,9,"2022-02-15 13:07:09+03"
690,2,"2022-02-15 13:07:09+03"
691,15,"2022-02-15 13:07:09+03"
692,2,"2022-02-15 13:07:09+03"
693,2,"2022-02-15 13:07:09+03"
694,4,"2022-02-15 13:07:09+03"
695,8,"2022-02-15 13:07:09+03"
696,2,"2022-02-15 13:07:09+03"
697,1,"2022-02-15 13:07:09+03"
698,6,"2022-02-15 13:07:09+03"
699,10,"2022-02-15 13:07:09+03"
700,8,"2022-02-15 13:07:09+03"
701,10,"2022-02-15 13:07:09+03"
702,11,"2022-02-15 13:07:09+03"
703,2,"2022-02-15 13:07:09+03"
704,5,"2022-02-15 13:07:09+03"
705,9,"2022-02-15 13:07:09+03"
706,7,"2022-02-15 13:07:09+03"
707,1,"2022-02-15 13:07:09+03"
708,6,"2022-02-15 13:07:09+03"
709,7,"2022-02-15 13:07:09+03"
710,8,"2022-02-15 13:07:09+03"
711,14,"2022-02-15 13:07:09+03"
712,6,"2022-02-15 13:07:09+03"
713,6,"2022-02-15 13:07:09+03"
714,14,"2022-02-15 13:07:09+03"
715,8,"2022-02-15 13:07:09+03"
716,11,"2022-02-15 13:07:09+03"
717,1,"2022-02-15 13:07:09+03"
718,12,"2022-02-15 13:07:09+03"
719,15,"2022-02-15 13:07:09+03"
720,13,"2022-02-15 13:07:09+03"
721,12,"2022-02-15 13:07:09+03"
722,11,"2022-02-15 13:07:09+03"
723,14,"2022-02-15 13:07:09+03"
724,8,"2022-02-15 13:07:09+03"
725,4,"2022-02-15 13:07:09+03"
726,9,"2022-02-15 13:07:09+03"
727,8,"2022-02-15 13:07:09+03"
728,7,"2022-02-15 13:07:09+03"
729,15,"2022-02-15 13:07:09+03"
730,13,"2022-02-15 13:07:09+03"
731,4,"2022-02-15 13:07:09+03"
732,1,"2022-02-15 13:07:09+03"
733,15,"2022-02-15 13:07:09+03"
734,6,"2022-02-15 13:07:09+03"
735,3,"2022-02-15 13:07:09+03"
736,8,"2022-02-15 13:07:09+03"
737,11,"2022-02-15 13:07:09+03"
738,9,"2022-02-15 13:07:09+03"
739,7,"2022-02-15 13:07:09+03"
740,11,"2022-02-15 13:07:09+03"
741,12,"2022-02-15 13:07:09+03"
742,10,"2022-02-15 13:07:09+03"
743,2,"2022-02-15 13:07:09+03"
744,4,"2022-02-15 13:07:09+03"
745,15,"2022-02-15 13:07:09+03"
746,10,"2022-02-15 13:07:09+03"
747,10,"2022-02-15 13:07:09+03"
748,1,"2022-02-15 13:07:09+03"
749,11,"2022-02-15 13:07:09+03"
750,13,"2022-02-15 13:07:09+03"
751,13,"2022-02-15 13:07:09+03"
752,12,"2022-02-15 13:07:09+03"
753,8,"2022-02-15 13:07:09+03"
754,5,"2022-02-15 13:07:09+03"
755,3,"2022-02-15 13:07:09+03"
756,5,"2022-02-15 13:07:09+03"
757,6,"2022-02-15 13:07:09+03"
758,7,"2022-02-15 13:07:09+03"
759,13,"2022-02-15 13:07:09+03"
760,13,"2022-02-15 13:07:09+03"
761,3,"2022-02-15 13:07:09+03"
762,10,"2022-02-15 13:07:09+03"
763,15,"2022-02-15 13:07:09+03"
764,15,"2022-02-15 13:07:09+03"
765,5,"2022-02-15 13:07:09+03"
766,7,"2022-02-15 13:07:09+03"
767,12,"2022-02-15 13:07:09+03"
768,3,"2022-02-15 13:07:09+03"
769,9,"2022-02-15 13:07:09+03"
770,9,"2022-02-15 13:07:09+03"
771,7,"2022-02-15 13:07:09+03"
772,7,"2022-02-15 13:07:09+03"
773,15,"2022-02-15 13:07:09+03"
774,5,"2022-02-15 13:07:09+03"
775,7,"2022-02-15 13:07:09+03"
776,6,"2022-02-15 13:07:09+03"
777,15,"2022-02-15 13:07:09+03"
778,8,"2022-02-15 13:07:09+03"
779,15,"2022-02-15 13:07:09+03"
780,8,"2022-02-15 13:07:09+03"
781,10,"2022-02-15 13:07:09+03"
782,15,"2022-02-15 13:07:09+03"
783,16,"2022-02-15 13:07:09+03"
784,16,"2022-02-15 13:07:09+03"
785,16,"2022-02-15 13:07:09+03"
786,3,"2022-02-15 13:07:09+03"
787,16,"2022-02-15 13:07:09+03"
788,6,"2022-02-15 13:07:09+03"
789,9,"2022-02-15 13:07:09+03"
790,7,"2022-02-15 13:07:09+03"
791,6,"2022-02-15 13:07:09+03"
792,9,"2022-02-15 13:07:09+03"
793,1,"2022-02-15 13:07:09+03"
794,1,"2022-02-15 13:07:09+03"
795,8,"2022-02-15 13:07:09+03"
796,15,"2022-02-15 13:07:09+03"
797,12,"2022-02-15 13:07:09+03"
798,14,"2022-02-15 13:07:09+03"
799,11,"2022-02-15 13:07:09+03"
800,11,"2022-02-15 13:07:09+03"
801,3,"2022-02-15 13:07:09+03"
802,1,"2022-02-15 13:07:09+03"
803,7,"2022-02-15 13:07:09+03"
804,11,"2022-02-15 13:07:09+03"
805,2,"2022-02-15 13:07:09+03"
806,13,"2022-02-15 13:07:09+03"
807,10,"2022-02-15 13:07:09+03"
808,4,"2022-02-15 13:07:09+03"
809,15,"2022-02-15 13:07:09+03"
810,8,"2022-02-15 13:07:09+03"
811,16,"2022-02-15 13:07:09+03"
812,6,"2022-02-15 13:07:09+03"
813,15,"2022-02-15 13:07:09+03"
814,5,"2022-02-15 13:07:09+03"
815,4,"2022-02-15 13:07:09+03"
816,2,"2022-02-15 13:07:09+03"
817,14,"2022-02-15 13:07:09+03"
818,7,"2022-02-15 13:07:09+03"
819,12,"2022-02-15 13:07:09+03"
820,2,"2022-02-15 13:07:09+03"
821,9,"2022-02-15 13:07:09+03"
822,8,"2022-02-15 13:07:09+03"
823,1,"2022-02-15 13:07:09+03"
824,8,"2022-02-15 13:07:09+03"
825,1,"2022-02-15 13:07:09+03"
826,16,"2022-02-15 13:07:09+03"
827,7,"2022-02-15 13:07:09+03"
828,4,"2022-02-15 13:07:09+03"
829,8,"2022-02-15 13:07:09+03"
830,11,"2022-02-15 13:07:09+03"
831,14,"2022-02-15 13:07:09+03"
832,8,"2022-02-15 13:07:09+03"
833,3,"2022-02-15 13:07:09+03"
834,6,"2022-02-15 13:07:09+03"
835,10,"2022-02-15 13:07:09+03"
836,15,"2022-02-15 13:07:09+03"
837,5,"2022-02-15 13:07:09+03"
838,1,"2022-02-15 13:07:09+03"
839,14,"2022-02-15 13:07:09+03"
840,10,"2022-02-15 13:07:09+03"
841,15,"2022-02-15 13:07:09+03"
842,10,"2022-02-15 13:07:09+03"
843,4,"2022-02-15 13:07:09+03"
844,15,"2022-02-15 13:07:09+03"
845,9,"2022-02-15 13:07:09+03"
846,13,"2022-02-15 13:07:09+03"
847,13,"2022-02-15 13:07:09+03"
848,16,"2022-02-15 13:07:09+03"
849,2,"2022-02-15 13:07:09+03"
850,1,"2022-02-15 13:07:09+03"
851,15,"2022-02-15 13:07:09+03"
852,3,"2022-02-15 13:07:09+03"
853,3,"2022-02-15 13:07:09+03"
854,11,"2022-02-15 13:07:09+03"
855,6,"2022-02-15 13:07:09+03"
856,11,"2022-02-15 13:07:09+03"
857,5,"2022-02-15 13:07:09+03"
858,5,"2022-02-15 13:07:09+03"
859,2,"2022-02-15 13:07:09+03"
860,14,"2022-02-15 13:07:09+03"
861,10,"2022-02-15 13:07:09+03"
862,4,"2022-02-15 13:07:09+03"
863,14,"2022-02-15 13:07:09+03"
864,3,"2022-02-15 13:07:09+03"
865,2,"2022-02-15 13:07:09+03"
866,8,"2022-02-15 13:07:09+03"
867,8,"2022-02-15 13:07:09+03"
868,16,"2022-02-15 13:07:09+03"
869,1,"2022-02-15 13:07:09+03"
870,11,"2022-02-15 13:07:09+03"
871,5,"2022-02-15 13:07:09+03"
872,16,"2022-02-15 13:07:09+03"
873,3,"2022-02-15 13:07:09+03"
874,4,"2022-02-15 13:07:09+03"
875,15,"2022-02-15 13:07:09+03"
876,11,"2022-02-15 13:07:09+03"
877,12,"2022-02-15 13:07:09+03"
878,16,"2022-02-15 13:07:09+03"
879,12,"2022-02-15 13:07:09+03"
880,2,"2022-02-15 13:07:09+03"
881,11,"2022-02-15 13:07:09+03"
882,7,"2022-02-15 13:07:09+03"
883,3,"2022-02-15 13:07:09+03"
884,12,"2022-02-15 13:07:09+03"
885,11,"2022-02-15 13:07:09+03"
886,2,"2022-02-15 13:07:09+03"
887,2,"2022-02-15 13:07:09+03"
888,6,"2022-02-15 13:07:09+03"
889,3,"2022-02-15 13:07:09+03"
890,15,"2022-02-15 13:07:09+03"
891,4,"2022-02-15 13:07:09+03"
892,2,"2022-02-15 13:07:09+03"
893,14,"2022-02-15 13:07:09+03"
894,16,"2022-02-15 13:07:09+03"
895,4,"2022-02-15 13:07:09+03"
896,3,"2022-02-15 13:07:09+03"
897,7,"2022-02-15 13:07:09+03"
898,15,"2022-02-15 13:07:09+03"
899,4,"2022-02-15 13:07:09+03"
900,9,"2022-02-15 13:07:09+03"
901,2,"2022-02-15 13:07:09+03"
902,15,"2022-02-15 13:07:09+03"
903,16,"2022-02-15 13:07:09+03"
904,11,"2022-02-15 13:07:09+03"
905,5,"2022-02-15 13:07:09+03"
906,5,"2022-02-15 13:07:09+03"
907,7,"2022-02-15 13:07:09+03"
908,9,"2022-02-15 13:07:09+03"
909,11,"2022-02-15 13:07:09+03"
910,7,"2022-02-15 13:07:09+03"
911,1,"2022-02-15 13:07:09+03"
912,14,"2022-02-15 13:07:09+03"
913,13,"2022-02-15 13:07:09+03"
914,16,"2022-02-15 13:07:09+03"
915,1,"2022-02-15 13:07:09+03"
916,2,"2022-02-15 13:07:09+03"
917,15,"2022-02-15 13:07:09+03"
918,3,"2022-02-15 13:07:09+03"
919,10,"2022-02-15 13:07:09+03"
920,13,"2022-02-15 13:07:09+03"
921,12,"2022-02-15 13:07:09+03"
922,11,"2022-02-15 13:07:09+03"
923,7,"2022-02-15 13:07:09+03"
924,14,"2022-02-15 13:07:09+03"
925,6,"2022-02-15 13:07:09+03"
926,6,"2022-02-15 13:07:09+03"
927,1,"2022-02-15 13:07:09+03"
928,3,"2022-02-15 13:07:09+03"
929,9,"2022-02-15 13:07:09+03"
930,14,"2022-02-15 13:07:09+03"
931,16,"2022-02-15 13:07:09+03"
932,5,"2022-02-15 13:07:09+03"
933,13,"2022-02-15 13:07:09+03"
934,10,"2022-02-15 13:07:09+03"
935,13,"2022-02-15 13:07:09+03"
936,12,"2022-02-15 13:07:09+03"
937,13,"2022-02-15 13:07:09+03"
938,5,"2022-02-15 13:07:09+03"
939,5,"2022-02-15 13:07:09+03"
940,15,"2022-02-15 13:07:09+03"
941,10,"2022-02-15 13:07:09+03"
942,7,"2022-02-15 13:07:09+03"
943,6,"2022-02-15 13:07:09+03"
944,7,"2022-02-15 13:07:09+03"
945,6,"2022-02-15 13:07:09+03"
946,8,"2022-02-15 13:07:09+03"
947,9,"2022-02-15 13:07:09+03"
948,13,"2022-02-15 13:07:09+03"
949,10,"2022-02-15 13:07:09+03"
950,4,"2022-02-15 13:07:09+03"
951,4,"2022-02-15 13:07:09+03"
952,6,"2022-02-15 13:07:09+03"
953,2,"2022-02-15 13:07:09+03"
954,13,"2022-02-15 13:07:09+03"
955,3,"2022-02-15 13:07:09+03"
956,10,"2022-02-15 13:07:09+03"
957,9,"2022-02-15 13:07:09+03"
958,7,"2022-02-15 13:07:09+03"
959,3,"2022-02-15 13:07:09+03"
960,6,"2022-02-15 13:07:09+03"
961,9,"2022-02-15 13:07:09+03"
962,4,"2022-02-15 13:07:09+03"
963,2,"2022-02-15 13:07:09+03"
964,1,"2022-02-15 13:07:09+03"
965,11,"2022-02-15 13:07:09+03"
966,6,"2022-02-15 13:07:09+03"
967,14,"2022-02-15 13:07:09+03"
968,1,"2022-02-15 13:07:09+03"
969,7,"2022-02-15 13:07:09+03"
970,4,"2022-02-15 13:07:09+03"
971,9,"2022-02-15 13:07:09+03"
972,14,"2022-02-15 13:07:09+03"
973,6,"2022-02-15 13:07:09+03"
974,13,"2022-02-15 13:07:09+03"
975,8,"2022-02-15 13:07:09+03"
976,10,"2022-02-15 13:07:09+03"
977,16,"2022-02-15 13:07:09+03"
978,5,"2022-02-15 13:07:09+03"
979,7,"2022-02-15 13:07:09+03"
980,12,"2022-02-15 13:07:09+03"
981,16,"2022-02-15 13:07:09+03"
982,1,"2022-02-15 13:07:09+03"
983,12,"2022-02-15 13:07:09+03"
984,9,"2022-02-15 13:07:09+03"
985,14,"2022-02-15 13:07:09+03"
986,2,"2022-02-15 13:07:09+03"
987,12,"2022-02-15 13:07:09+03"
988,16,"2022-02-15 13:07:09+03"
989,16,"2022-02-15 13:07:09+03"
990,11,"2022-02-15 13:07:09+03"
991,1,"2022-02-15 13:07:09+03"
992,6,"2022-02-15 13:07:09+03"
993,3,"2022-02-15 13:07:09+03"
994,13,"2022-02-15 13:07:09+03"
995,11,"2022-02-15 13:07:09+03"
996,6,"2022-02-15 13:07:09+03"
997,12,"2022-02-15 13:07:09+03"
998,11,"2022-02-15 13:07:09+03"
999,3,"2022-02-15 13:07:09+03"
1000,5,"2022-02-15 13:07:09+03"
