DATE,WIND,IND,RAIN,IND_1,T_MAX,IND_2,T_MIN,T_MIN_G
1964/11/1,2.46,0,0,0,12.1,0,5.4,2.2
1964/11/2,6.17,0,0,0,10.9,0,1.1,-1.9
1964/11/3,8.54,0,0,0,10.7,0,2.1,-2.2
1964/11/4,9.67,0,0,0,10.6,0,5.4,0.4
1964/11/5,8,0,0,0,10.2,0,8.2,7.2
1964/11/6,5.88,0,0,0,9.7,0,7.2,6.4
1964/11/7,9.21,0,0,0,10.1,0,1.8,-2.6
1964/11/8,7.71,0,0,0,9.4,0,0.6,-4
1964/11/9,3.46,0,0,0,10.1,1,-5,-7.8
1964/11/10,2.96,0,0.7,0,10.2,1,-5,-7.9
1964/11/11,8.96,0,0.3,0,14.1,3,-3.9,-6.9
1964/11/12,14.04,0,1.9,0,14.3,0,3.3,3.2
1964/11/13,16.13,0,0.6,0,14.3,0,7.9,5.7
1964/11/14,24.08,0,1.1,0,11.4,0,9.2,7.2
1964/11/15,17.88,0,2.2,0,12.8,0,5.4,2.8
1964/11/16,17.33,0,6.3,0,13.3,0,7.1,7.3
1964/11/17,9.62,0,5.2,0,15.6,0,5.8,2.8
1964/11/18,12.42,0,0.3,0,14.4,0,7.4,2.8
1964/11/19,11.29,0,0,0,12.6,0,10.9,8.3
1964/11/20,9.25,0,0,0,11.1,0,5.1,-0.2
1964/11/21,6.46,0,0.3,0,13.8,0,4.6,1.6
1964/11/22,11.63,0,0.1,0,12.9,2,6.3,6.8
1964/11/23,13.54,0,0,0,14,0,7.6,7.8
1964/11/24,18.16,4,0,0,14.4,0,8.2,NA
1964/11/25,8.5,0,0.1,0,13.4,0,9.8,8.2
1964/11/26,13.21,0,1.7,0,13.2,0,9.9,8
1964/11/27,16.08,0,0,0,7,0,2.1,-1
1964/11/28,15.41,0,1.6,0,6.8,0,0.4,-2.4
1964/11/29,14.71,0,0.7,0,7.2,0,0.8,NA
1964/11/30,11.12,0,0,0,6.8,1,-0.9,-6
1964/12/1,12.42,4,0,0,7.8,0,2.2,-1.1
1964/12/2,15.04,0,0.7,0,10.3,1,-1.4,-6.1
1964/12/3,15.79,0,0.1,0,7.2,0,3.3,1.4
1964/12/4,9.54,0,1.4,0,10.7,0,2.1,-1
1964/12/5,16.42,0,0.4,0,12.1,0,1.1,-0.4
1964/12/6,19.38,0,11.4,0,12.7,0,7.8,7.8
1964/12/7,16.75,0,7,0,13.7,0,6.3,1.7
1964/12/8,20.88,0,15.5,0,12.9,0,4.8,2.6
1964/12/9,13.54,4,0,0,11,0,6.8,7.2
1964/12/10,7.17,0,0,0,8.2,0,0.2,-4
1964/12/11,14,0,11.8,0,13.3,1,-3.2,-7.9
1964/12/12,12.75,0,18.5,0,13.2,1,-2.6,NA
1964/12/13,15.71,0,0,0,12.4,0,4.4,2.3
1964/12/14,8.87,0,0,0,5.1,0,0.1,-4.4
1964/12/15,7.83,0,6.7,0,9,1,-4,-8.3
1964/12/16,9.87,0,0.7,0,7.9,1,-3.9,NA
1964/12/17,8.21,0,0.2,0,6.7,0,4.4,0
1964/12/18,3.21,0,0,0,4.4,0,1.9,-1.7
1964/12/19,6.29,0,0.5,0,7.1,0,0.8,-0.3
1964/12/20,10.21,4,0,0,7.4,0,1.8,-0.1
1964/12/21,14.37,0,0.3,0,7.1,0,3.2,-0.6
1964/12/22,15.04,4,0,2,7,0,5.3,3
1964/12/23,10.34,0,4.3,0,6.2,0,4.6,2.7
1964/12/24,10.17,0,0,0,5.6,0,1.1,-1.2
1964/12/25,10.79,4,0,0,5,1,-2.7,-5.7
1964/12/26,8.71,0,18.7,0,3.7,1,-2.6,-5.6
1964/12/27,10.37,0,2.8,0,4.2,1,-0.9,-2.2
1964/12/28,6.96,0,1.8,0,7.9,1,-3.6,-7.9
1964/12/29,17.88,0,1.3,0,9.4,1,-3.4,NA
1964/12/30,20.3,0,3.4,0,5.6,0,5,3.9
1964/12/31,19.83,0,0.3,0,6.2,0,1.6,-0.4
1965/1/1,10.25,0,0,4,NA,4,NA,-2.2
1965/1/2,7.79,0,0.6,4,NA,4,NA,-5.5
1965/1/3,8.63,4,0,4,NA,4,NA,-4.6
1965/1/4,7.71,4,0,4,NA,4,NA,-7.7
1965/1/5,7.62,4,0,4,NA,4,NA,-10.4
1965/1/6,14.79,0,0.2,4,NA,4,NA,3.2
1965/1/7,13.17,0,2.9,4,NA,4,NA,8.4
1965/1/8,13.21,0,1.4,4,NA,4,NA,2.6
1965/1/9,21.84,0,5.6,4,NA,4,NA,0.5
1965/1/10,19.62,0,0.3,4,NA,4,NA,6.6
1965/1/11,18.12,0,0.3,4,NA,4,NA,5.2
1965/1/12,17.21,0,4.1,4,NA,4,NA,0.5
1965/1/13,23.45,0,3.9,4,NA,4,NA,-0.7
1965/1/14,20.12,0,3.5,4,NA,4,NA,-1.1
1965/1/15,17.08,0,5.5,4,NA,4,NA,-0.7
1965/1/16,18.84,0,4.7,4,NA,4,NA,0
1965/1/17,28.5,0,13.7,4,NA,4,NA,1.1
1965/1/18,16.96,4,0,4,NA,4,NA,0.6
1965/1/19,10.63,0,32.4,4,NA,4,NA,-4.3
1965/1/20,20.12,0,2.1,4,NA,4,NA,0.5
1965/1/21,10.63,0,3.5,4,NA,4,NA,-6.1
1965/1/22,11.34,0,0,4,NA,4,NA,-3.4
1965/1/23,9.92,0,1,4,NA,4,NA,-1.1
1965/1/24,5.58,0,0.2,4,NA,4,NA,-1.1
1965/1/25,5.5,0,0,4,NA,4,NA,-0.3
1965/1/26,8.87,0,4.2,4,NA,4,NA,0.4
1965/1/27,9.33,0,4.9,4,NA,4,NA,-0.6
1965/1/28,10.29,0,3.3,4,NA,4,NA,-1.4
1965/1/29,13.29,0,0,4,NA,4,NA,-0.6
1965/1/30,15.09,0,0,4,NA,4,NA,-0.5
1965/1/31,13.88,0,0,4,NA,4,NA,0
1965/2/1,8.63,0,0,4,NA,4,NA,-7.2
1965/2/2,8.83,0,0,4,NA,4,NA,-2.6
1965/2/3,4.21,0,0,4,NA,4,NA,-9.2
1965/2/4,3.63,0,0,4,NA,4,NA,-1
1965/2/5,5.66,0,0,4,NA,4,NA,-6.2
1965/2/6,4.79,0,0,4,NA,4,NA,0.5
1965/2/7,9.38,0,0,4,NA,4,NA,2.6
1965/2/8,4.79,0,0,4,NA,4,NA,-3.2
1965/2/9,6,0,0.3,4,NA,4,NA,2.5
1965/2/10,7.29,0,0,4,NA,4,NA,0
1965/2/11,12.87,0,0,4,NA,4,NA,1.2
1965/2/12,21.04,0,0.9,4,NA,4,NA,5
1965/2/13,18.63,4,0,4,NA,4,NA,0.2
1965/2/14,9.29,0,0,4,NA,4,NA,-4.5
1965/2/15,8.33,0,0,4,NA,4,NA,1.3
1965/2/16,5.88,0,0,4,NA,4,NA,-0.2
1965/2/17,9.42,4,0,4,NA,4,NA,4.8
1965/2/18,4.25,4,0,4,NA,4,NA,-4.5
1965/2/19,13.46,4,0,4,NA,4,NA,4.6
1965/2/20,15.92,0,1.1,4,NA,4,NA,3.2
1965/2/21,11.83,0,0.4,4,NA,4,NA,0.8
1965/2/22,10,0,0.1,4,NA,4,NA,1.7
1965/2/23,7.41,0,1.5,4,NA,4,NA,2.6
1965/2/24,12.42,0,1,4,NA,4,NA,-0.5
1965/2/25,4.79,0,0,4,NA,4,NA,-7.7
1965/2/26,10.83,0,0.4,4,NA,4,NA,-5.8
1965/2/27,8.46,0,0.1,4,NA,4,NA,-1.2
1965/2/28,11,0,1.1,4,NA,4,NA,-5.5
1965/3/1,17.33,0,3.1,4,NA,4,NA,-5.5
1965/3/2,8.79,0,0.4,4,NA,4,NA,-8.8
1965/3/3,14.83,0,6.3,4,NA,4,NA,-5.5
1965/3/4,22.46,0,0,4,NA,4,NA,-0.3
1965/3/5,11.54,0,0,4,NA,4,NA,-3.4
1965/3/6,8.46,0,0,4,NA,4,NA,-7.7
1965/3/7,10.63,0,0,4,NA,4,NA,-7
1965/3/8,8.46,0,0,4,NA,4,NA,-5.5
1965/3/9,9.33,0,0,4,NA,4,NA,-8.1
1965/3/10,18.34,0,0,4,NA,4,NA,0.7
1965/3/11,12.42,0,0.4,4,NA,4,NA,-2.5
1965/3/12,13.17,0,0.6,4,NA,4,NA,4.4
1965/3/13,8.58,4,0,4,NA,4,NA,-0.3
1965/3/14,9.21,0,0,4,NA,4,NA,3.5
1965/3/15,15.92,0,2.4,4,NA,4,NA,4.8
1965/3/16,20.3,0,1.3,4,NA,4,NA,4.4
1965/3/17,6.63,0,0.6,4,NA,4,NA,2.1
1965/3/18,12.96,0,0.7,4,NA,4,NA,-0.7
1965/3/19,7.12,0,3.2,4,NA,4,NA,-1.6
1965/3/20,12.58,0,6.6,4,NA,4,NA,2.3
1965/3/21,12.08,0,5,4,NA,4,NA,4
1965/3/22,8.38,0,4.5,4,NA,4,NA,3.8
1965/3/23,10.5,0,1,4,NA,4,NA,6.1
1965/3/24,14.04,0,2.7,4,NA,4,NA,2.2
1965/3/25,17.12,0,6.8,4,NA,4,NA,0
1965/3/26,14.04,0,0.6,4,NA,4,NA,2.6
1965/3/27,16.66,4,0,4,NA,4,NA,8.3
1965/3/28,7.41,0,0,4,NA,4,NA,-1.1
1965/3/29,5.71,0,0,4,NA,4,NA,-5.2
1965/3/30,10.83,0,0,4,NA,4,NA,-3.2
1965/3/31,10.67,0,0,4,NA,4,NA,-0.5
1965/4/1,8.67,0,0,0,11.1,0,6.1,-2.2
1965/4/2,8.12,0,0,0,16.7,0,1.8,-3.2
1965/4/3,8.71,0,0,0,15,0,0,-4.3
1965/4/4,11.34,0,1,0,13.8,0,7.2,4.4
1965/4/5,4.88,0,1.4,0,10.7,0,6.4,2.7
1965/4/6,9.17,0,1,0,11.7,0,0.6,-3.3
1965/4/7,8.08,0,0.2,0,11.8,0,1.9,-2.2
1965/4/8,9.92,0,0.6,0,13.9,2,7,4.6
1965/4/9,12.17,0,10.2,0,13.9,0,2.9,-1.7
1965/4/10,18,0,0.9,0,12.2,0,6.6,6.8
1965/4/11,19.55,0,3.9,0,9.4,0,3.7,1.7
1965/4/12,18.66,0,0.6,0,12.1,0,4.4,1.9
1965/4/13,10.37,0,4.3,0,12.9,0,3.4,-0.1
1965/4/14,12.46,0,1.3,0,14.6,0,7.4,6.7
1965/4/15,15.34,0,0.1,0,14.4,0,10.6,9.7
1965/4/16,16.21,0,0.8,0,14.4,0,7.7,5.3
1965/4/17,27.08,0,1,0,13.9,0,10.1,9.8
1965/4/18,21.87,0,0.8,0,12.3,0,3.9,0.6
1965/4/19,20.38,0,0.1,0,11.7,0,0.7,-0.8
1965/4/20,8.04,0,0,0,8.9,0,1.7,-1.9
1965/4/21,7.5,4,0,0,10.1,1,-1.7,-6.1
1965/4/22,4.79,0,2,0,12.1,0,3.4,-2.9
1965/4/23,8.67,0,0.2,0,12.8,0,4,1.8
1965/4/24,8.08,0,5.2,4,NA,0,3.2,-2
1965/4/25,10.88,0,0.3,4,NA,4,NA,NA
1965/4/26,21.5,0,2.8,0,12.3,0,5.4,2.2
1965/4/27,12.21,0,2.7,0,11.8,0,5.4,2.8
1965/4/28,8.33,0,0.3,0,10.3,0,5.4,4.6
1965/4/29,6.92,0,0,0,10.7,0,6.2,3.4
1965/4/30,10.25,0,0,0,12.2,0,7.2,3.3
1965/5/1,12.12,0,1.2,4,NA,4,NA,7.4
1965/5/2,14,0,1.4,4,NA,4,NA,7.8
1965/5/3,7.46,0,3,4,NA,4,NA,2.1
1965/5/4,11,0,3.6,4,NA,4,NA,4.7
1965/5/5,15.25,0,1.2,4,NA,4,NA,6.6
1965/5/6,7.08,0,4.5,4,NA,4,NA,-1.1
1965/5/7,11.58,0,1.4,4,NA,4,NA,7.1
1965/5/8,17.46,0,6.4,4,NA,4,NA,8.3
1965/5/9,15.25,4,0,4,NA,4,NA,5.6
1965/5/10,4.79,0,0,4,NA,4,NA,2.7
1965/5/11,3.79,0,0,4,NA,4,NA,10.1
1965/5/12,8.46,0,0,4,NA,4,NA,6.2
1965/5/13,7.41,0,0,4,NA,4,NA,5.1
1965/5/14,3.37,0,0,4,NA,4,NA,4.1
1965/5/15,3.25,0,1.8,4,NA,4,NA,4.1
1965/5/16,5.88,0,1,4,NA,4,NA,8.3
1965/5/17,6.83,0,10.8,4,NA,4,NA,8.8
1965/5/18,9.87,0,0.2,4,NA,4,NA,1.1
1965/5/19,4.08,0,0,4,NA,4,NA,-5
1965/5/20,7.17,0,6.2,4,NA,4,NA,-3.3
1965/5/21,12.62,0,4.1,4,NA,4,NA,7.7
1965/5/22,10.21,0,1.7,4,NA,4,NA,8.7
1965/5/23,12.83,0,0.6,4,NA,4,NA,7.3
1965/5/24,8.96,0,4.8,4,NA,4,NA,6.1
1965/5/25,7.87,4,0,4,NA,4,NA,6.3
1965/5/26,9.54,0,0.1,4,NA,4,NA,7.6
1965/5/27,12.38,4,0,4,NA,4,NA,4.2
1965/5/28,9.13,0,0,4,NA,4,NA,7.8
1965/5/29,8.5,4,0,4,NA,4,NA,4.4
1965/5/30,9.17,0,0,4,NA,4,NA,-1.6
1965/5/31,7.33,0,0,4,NA,4,NA,7.6
1965/6/1,4.17,4,0,0,14.3,0,7.8,5
1965/6/2,1.83,0,0,0,16,0,2.2,-1.1
1965/6/3,3.79,4,0,0,18.8,0,4.8,3.7
1965/6/4,6.5,0,17.6,0,17.1,0,6.8,3.4
1965/6/5,3.46,0,1.5,0,15.4,0,10.6,10
1965/6/6,4.58,0,1.3,0,15.1,0,8.4,5.7
1965/6/7,2.5,0,0,0,16.9,0,7.6,4.4
1965/6/8,4.42,0,0.3,0,18.6,0,6.3,NA
1965/6/9,3.54,0,0,0,19,0,10.8,9.9
1965/6/10,4.42,0,1.3,0,19.6,0,6.8,3.9
1965/6/11,6.29,0,5,0,18.2,0,12.1,11.7
1965/6/12,5.46,0,0.2,0,20.6,0,11.6,9.4
1965/6/13,8.5,4,0,0,18.3,0,10.1,6.8
1965/6/14,7.17,0,8.6,0,21.2,0,9,6.2
1965/6/15,15.67,0,0.2,0,20.6,0,12.9,12.2
1965/6/16,11.17,0,3.3,0,18.8,0,11.2,9.4
1965/6/17,13.42,0,5.5,0,19,0,9.4,6.7
1965/6/18,24.21,0,0.4,0,18.4,0,11.2,11.6
1965/6/19,13.83,0,0.3,0,19.2,0,10.7,8.3
1965/6/20,13.46,0,10,0,20.9,0,12.1,11.7
1965/6/21,5.17,0,16.4,0,20.1,2,10.6,NA
1965/6/22,10.92,0,2.2,0,19,0,10.2,10.1
1965/6/23,21.04,0,1.4,0,19,0,12.4,10.7
1965/6/24,16.92,0,1.2,0,17.9,0,11.1,9.4
1965/6/25,15.12,0,1,0,18.3,0,14.1,13.4
1965/6/26,17,0,1.1,0,17.8,0,9.9,7.2
1965/6/27,8.83,4,0,0,17.1,0,9,4.4
1965/6/28,11.63,0,0.1,0,19.7,0,9.4,6.7
1965/6/29,4.12,0,0.2,0,19.8,0,13.8,13.7
1965/6/30,8.5,4,0,0,19.1,0,13.8,12.1
1965/7/1,8.54,4,0,4,NA,4,NA,5.1
1965/7/2,10.17,0,0,4,NA,4,NA,10.6
1965/7/3,9.38,0,0,4,NA,4,NA,4
1965/7/4,7.79,0,0,4,NA,4,NA,1.7
1965/7/5,9.92,0,0.3,4,NA,4,NA,8.2
1965/7/6,4.88,0,1.9,4,NA,4,NA,12.2
1965/7/7,7.75,0,0,4,NA,4,NA,5
1965/7/8,9.42,0,0.7,4,NA,4,NA,5.1
1965/7/9,7.04,0,0.3,4,NA,4,NA,4.3
1965/7/10,8.04,0,0.4,4,NA,4,NA,9.8
1965/7/11,10.08,0,0.2,4,NA,4,NA,10.8
1965/7/12,5.71,0,8.2,4,NA,4,NA,3.8
1965/7/13,4.5,0,6.1,4,NA,4,NA,12.3
1965/7/14,5.96,0,0.2,4,NA,4,NA,12.8
1965/7/15,8.04,4,0,4,NA,4,NA,12.1
1965/7/16,5.41,4,0,4,NA,4,NA,4.2
1965/7/17,4.88,0,0,4,NA,4,NA,5.8
1965/7/18,10.46,0,18.1,4,NA,4,NA,7.7
1965/7/19,8.83,0,0,4,NA,4,NA,11.3
1965/7/20,4.79,0,1.6,4,NA,4,NA,7.7
1965/7/21,7.21,0,9.5,4,NA,4,NA,10.5
1965/7/22,4.79,0,12.5,4,NA,4,NA,6.6
1965/7/23,6.96,0,4.1,4,NA,4,NA,7.6
1965/7/24,10.96,0,8.5,4,NA,4,NA,11.2
1965/7/25,7.79,0,0.1,4,NA,4,NA,12.8
1965/7/26,10.67,4,0,4,NA,4,NA,8.4
1965/7/27,12.96,0,2.3,4,NA,4,NA,11.1
1965/7/28,14.09,0,5.1,4,NA,4,NA,12.8
1965/7/29,18.71,0,0.2,4,NA,4,NA,12.3
1965/7/30,5.33,0,0.1,4,NA,4,NA,9.4
1965/7/31,13.29,0,0.9,4,NA,4,NA,2.8
1965/8/1,9.92,0,6.2,4,NA,4,NA,5.5
1965/8/2,7.71,0,6.7,4,NA,4,NA,10.6
1965/8/3,5.63,0,15.7,4,NA,4,NA,5.6
1965/8/4,11.92,0,0.2,4,NA,4,NA,12.5
1965/8/5,17.54,0,0,4,NA,4,NA,10.7
1965/8/6,12.33,0,2.8,4,NA,4,NA,7.7
1965/8/7,8.63,0,0.2,4,NA,4,NA,6
1965/8/8,3.58,0,0,4,NA,4,NA,6
1965/8/9,6.54,0,0.2,4,NA,4,NA,6.1
1965/8/10,9.75,0,0,4,NA,4,NA,10.7
1965/8/11,11.08,0,0,4,NA,4,NA,12.4
1965/8/12,11.17,0,0,4,NA,4,NA,14.4
1965/8/13,6.5,0,0,4,NA,4,NA,14.7
1965/8/14,7.12,0,0.2,4,NA,4,NA,12.7
1965/8/15,7.21,0,0,4,NA,4,NA,11.6
1965/8/16,4.21,0,0,4,NA,4,NA,6.8
1965/8/17,7.87,0,0,4,NA,4,NA,10
1965/8/18,12.67,0,0,4,NA,4,NA,12.8
1965/8/19,10.96,0,1.4,4,NA,4,NA,9
1965/8/20,14.17,0,4.6,4,NA,4,NA,6.1
1965/8/21,14.88,0,2.2,4,NA,4,NA,11
1965/8/22,16.83,0,0.8,4,NA,4,NA,8.8
1965/8/23,11.87,0,0.5,4,NA,4,NA,10.5
1965/8/24,16.42,0,4.7,4,NA,4,NA,11.1
1965/8/25,15.71,0,0.4,4,NA,4,NA,7.3
1965/8/26,7.79,0,0.6,4,NA,4,NA,10.3
1965/8/27,8.58,0,1.3,4,NA,4,NA,2
1965/8/28,16.92,0,0,4,NA,4,NA,12.2
1965/8/29,15.25,4,0,4,NA,4,NA,8.1
1965/8/30,11.87,0,1.8,4,NA,4,NA,7.1
1965/8/31,9.87,0,3,4,NA,4,NA,6.1
1965/9/1,7.75,0,0,4,NA,4,NA,1.6
1965/9/2,3.29,0,0,4,NA,4,NA,1.5
1965/9/3,10.63,0,0.8,4,NA,4,NA,2.2
1965/9/4,13.54,0,2,4,NA,4,NA,5
1965/9/5,11.29,0,0.5,4,NA,4,NA,9.6
1965/9/6,3.96,0,0.2,4,NA,4,NA,6.4
1965/9/7,5.33,4,0,4,NA,4,NA,3
1965/9/8,7.29,0,1.4,4,NA,4,NA,NA
1965/9/9,16.33,0,1.4,4,NA,4,NA,NA
1965/9/10,14.21,0,1,4,NA,4,NA,NA
1965/9/11,10.92,0,0.2,4,NA,4,NA,9.7
1965/9/12,3.42,0,1.2,4,NA,4,NA,7.8
1965/9/13,2.71,0,1.2,4,NA,4,NA,10
1965/9/14,4.25,0,0.3,4,NA,4,NA,3.8
1965/9/15,6.42,0,2.5,4,NA,4,NA,13.2
1965/9/16,9.54,0,2,4,NA,4,NA,7.2
1965/9/17,12.71,0,25.1,4,NA,4,NA,6.3
1965/9/18,13.04,0,0.6,4,NA,4,NA,7.6
1965/9/19,9.25,4,0,4,NA,4,NA,0
1965/9/20,9.54,0,0,4,NA,4,NA,8.2
1965/9/21,12.21,4,0,4,NA,4,NA,6.6
1965/9/22,8.25,4,0,4,NA,4,NA,12.1
1965/9/23,4.21,0,2.6,4,NA,4,NA,7.5
1965/9/24,5.96,0,25.3,4,NA,4,NA,2.7
1965/9/25,4.29,4,0,4,NA,4,NA,10
1965/9/26,3.42,0,11,4,NA,4,NA,9.4
1965/9/27,5.37,0,0,4,NA,4,NA,0.6
1965/9/28,2.5,0,0,4,NA,4,NA,-2
1965/9/29,11.63,0,0.1,4,NA,4,NA,7.7
1965/9/30,15.63,4,0,4,NA,4,NA,9.8
1965/10/1,8,0,11.5,4,NA,4,NA,6.2
1965/10/2,4.67,0,1.5,4,NA,4,NA,8.7
1965/10/3,9.79,0,4.2,4,NA,4,NA,6.6
1965/10/4,6.79,0,1.5,4,NA,4,NA,12.3
1965/10/5,2.13,0,0.1,4,NA,4,NA,6.5
1965/10/6,0.42,0,2.5,4,NA,4,NA,5.1
1965/10/7,4.96,0,0.1,4,NA,4,NA,10.5
1965/10/8,10.71,4,0,4,NA,4,NA,12.7
1965/10/9,11.79,4,0,4,NA,4,NA,7.8
1965/10/10,9.04,4,0,4,NA,4,NA,1.6
1965/10/11,4,4,0,4,NA,4,NA,-0.5
1965/10/12,3,0,0,4,NA,4,NA,-1.3
1965/10/13,3.29,4,0,4,NA,4,NA,8.8
1965/10/14,6.75,0,2,4,NA,4,NA,2.7
1965/10/15,10.08,4,0,4,NA,4,NA,1.6
1965/10/16,5.29,4,0,4,NA,4,NA,0.8
1965/10/17,4.96,0,0.3,4,NA,4,NA,1.4
1965/10/18,5.33,0,0,4,NA,4,NA,8
1965/10/19,9.21,0,0,4,NA,4,NA,4.2
1965/10/20,10.46,4,0,4,NA,4,NA,3.4
1965/10/21,11.87,0,0,4,NA,4,NA,6.1
1965/10/22,8.96,0,0,4,NA,4,NA,9.3
1965/10/23,7.87,0,0,4,NA,4,NA,7.5
1965/10/24,6.83,0,0,4,NA,4,NA,-1.6
1965/10/25,7.17,4,0,4,NA,4,NA,1.8
1965/10/26,6.08,0,0,4,NA,4,NA,0.5
1965/10/27,17,0,1.3,4,NA,4,NA,10.1
1965/10/28,20,0,0.2,4,NA,4,NA,8.8
1965/10/29,15.12,4,0,4,NA,4,NA,2.3
1965/10/30,21.62,0,1.8,4,NA,4,NA,7.2
1965/10/31,19.21,0,8.5,4,NA,4,NA,4.4
1965/11/1,29.17,4,0,4,NA,4,NA,6.7
1965/11/2,12.04,0,0,4,NA,4,NA,0.1
1965/11/3,11.42,0,0.3,4,NA,4,NA,-3.8
1965/11/4,6.04,0,0,4,NA,4,NA,-2.6
1965/11/5,4.83,0,0,4,NA,4,NA,-1
1965/11/6,16,0,1.3,4,NA,4,NA,-0.5
1965/11/7,11.58,0,5.6,4,NA,4,NA,3.8
1965/11/8,9.59,0,1.4,4,NA,4,NA,1.6
1965/11/9,9.38,0,0.9,4,NA,4,NA,7.7
1965/11/10,6.96,0,0,4,NA,4,NA,7.5
1965/11/11,14.83,0,2.3,4,NA,4,NA,5.5
1965/11/12,6.75,0,0.7,4,NA,4,NA,1.5
1965/11/13,8.5,0,5.6,4,NA,4,NA,4.4
1965/11/14,11.63,4,0,4,NA,4,NA,0.5
1965/11/15,11.34,0,11.2,4,NA,4,NA,-6.6
1965/11/16,27.58,0,52.2,4,NA,4,NA,0
1965/11/17,25.33,0,25.6,4,NA,4,NA,0
1965/11/18,15.92,0,19.1,4,NA,4,NA,4
1965/11/19,9.75,0,2,4,NA,4,NA,5.4
1965/11/20,15.75,0,9,4,NA,4,NA,3.3
1965/11/21,10.75,0,5.3,4,NA,4,NA,-0.1
1965/11/22,10.67,4,0,4,NA,4,NA,-6.5
1965/11/23,20,0,5.8,4,NA,4,NA,-4.4
1965/11/24,7.46,0,28,4,NA,4,NA,-3.4
1965/11/25,13.75,0,7,4,NA,4,NA,3.3
1965/11/26,9.33,0,6.1,4,NA,4,NA,-4.4
1965/11/27,16.33,0,0.1,4,NA,4,NA,-1
1965/11/28,9.5,0,2.9,4,NA,4,NA,-3.2
1965/11/29,20.33,0,0.2,4,NA,4,NA,-1
1965/11/30,19.38,0,0,4,NA,4,NA,-3.3
1965/12/1,9.96,0,4.5,4,NA,4,NA,-6.5
1965/12/2,19.25,0,2.6,4,NA,4,NA,2.2
1965/12/3,15.96,0,0.6,4,NA,4,NA,0.8
1965/12/4,6.46,0,3.5,4,NA,4,NA,-3.8
1965/12/5,15.63,0,1.7,4,NA,4,NA,0.1
1965/12/6,18.63,0,0.1,4,NA,4,NA,-1.1
1965/12/7,11,0,1.8,4,NA,4,NA,-2.2
1965/12/8,13.46,0,9.2,4,NA,4,NA,-1.2
1965/12/9,24,0,5.2,4,NA,4,NA,5
1965/12/10,14.29,0,1,4,NA,4,NA,1.1
1965/12/11,11.54,0,4.2,4,NA,4,NA,-0.7
1965/12/12,8.92,0,13,4,NA,4,NA,-0.5
1965/12/13,14.29,0,0.8,4,NA,4,NA,2.2
1965/12/14,11.63,0,2.1,4,NA,4,NA,-2.7
1965/12/15,8.54,0,0,4,NA,4,NA,7.4
1965/12/16,8.21,0,3.7,4,NA,4,NA,-1.5
1965/12/17,17.92,0,0.8,4,NA,4,NA,-1.6
1965/12/18,7.5,0,0.8,4,NA,4,NA,2.1
1965/12/19,11.71,4,0,4,NA,4,NA,0.5
1965/12/20,8.96,0,0.1,4,NA,4,NA,-5.5
1965/12/21,9.42,0,0.1,4,NA,4,NA,-5.7
1965/12/22,9.38,0,4.3,4,NA,4,NA,2.7
1965/12/23,11.04,0,1,4,NA,4,NA,2.2
1965/12/24,7.12,0,1.6,4,NA,4,NA,3.7
1965/12/25,7.38,4,0,4,NA,4,NA,0
1965/12/26,5.79,0,0.3,4,NA,4,NA,-7.7
1965/12/27,6.38,0,0.3,4,NA,4,NA,-8.3
1965/12/28,6.58,0,1,4,NA,4,NA,-2.4
1965/12/29,12.5,0,1.4,4,NA,4,NA,-2.8
1965/12/30,17.41,0,1.7,4,NA,4,NA,0.1
1965/12/31,9.59,0,6.4,4,NA,4,NA,2.2
1966/1/1,21.79,0,0.8,0,9.1,0,4.4,2
1966/1/2,17.46,0,0.6,0,8.9,0,4.6,0.6
1966/1/3,7.83,0,0.9,0,7.2,0,1.2,-1.8
1966/1/4,15.46,0,5.1,0,12.8,1,-0.9,-3.9
1966/1/5,12.83,0,2.8,0,12.8,0,6.1,7.1
1966/1/6,10.96,0,1.6,0,12.9,0,7.9,3.9
1966/1/7,10.5,0,0,0,12.1,0,8.9,8.3
1966/1/8,12.5,0,0,0,11.1,0,7,6.1
1966/1/9,13.37,0,2.3,0,9.4,0,6.3,2.8
1966/1/10,19.21,0,27.8,0,7.4,0,4.6,3.9
1966/1/11,19.55,0,0,0,6,0,1.7,-1.3
1966/1/12,16.46,0,0,0,4.4,0,1.7,1.7
1966/1/13,12.29,0,0,0,3.9,0,2.8,1
1966/1/14,10.83,4,0,0,3.7,0,2.6,-2.1
1966/1/15,6.29,4,0,0,2,1,-2,-4.9
1966/1/16,4.71,0,3.5,0,1.9,1,-2,-1.1
1966/1/17,2.79,0,1.8,0,3.7,1,-1.1,-4.1
1966/1/18,8.5,4,0,0,3.3,0,0,-0.4
1966/1/19,14.33,4,0,0,3.1,1,-0.6,-1.7
1966/1/20,12.33,0,0,0,3,1,-0.4,0
1966/1/21,4.75,0,0,0,4.6,0,1.2,0
1966/1/22,8.54,0,0.3,0,5.1,0,1.7,0
1966/1/23,1.13,0,0.5,0,6,0,3.3,0
1966/1/24,8.08,0,13,0,6.7,0,2.8,0
1966/1/25,20.46,0,13.9,0,8.3,0,5.2,4.3
1966/1/26,19.08,0,7.4,0,8.7,0,5.9,5.8
1966/1/27,12.25,0,11.8,0,12.3,0,6.8,6.7
1966/1/28,17.46,0,0.2,0,13.3,0,6.7,5.9
